;# ---------------------------------- WARNING ----------------------------------------
;# Some of the data that you have obtained from this U.S. Geological Survey database
;# may not have received Director's approval. Any such data values are qualified
;# as provisional and are subject to revision. Provisional data are released on the
;# condition that neither the USGS nor the United States Government may be held liable
;# for any damages resulting from its use.
;#
;# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
;#
;# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
;# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
;#
;# Contact:   gs-w_support_nwisweb@usgs.gov
;# retrieved: 2021-04-15 18:45:35 EDT       (nadww02)
;#
;# Data for the following 1 site(s) are contained in this file
;#    USGS 14164900 McKENZIE RIVER ABV HAYDEN BR, AT SPRINGFIELD,OR
;# -----------------------------------------------------------------------------------
;#
;# Data provided for site 14164900
;#            TS   parameter     Description
;#        117014       00060     Discharge, cubic feet per second
;#
;# Data-value qualification codes included in this output:
;#     A  Approved for publication -- Processing and review completed.
;#     P  Provisional data subject to revision.
;#     e  Value has been estimated.
;#    91  Daily mean calculated from data on this day matches published daily mean within 1 percent
;# 
;USGS 14164900_flow_McKENZIE RIVER ABV HAYDEN BR, AT SPRINGFIELD,OR_23772751 
day_index,Q_cfs,Year,Month,Day,Quality
39406,8315.833333,2007,11,22,A
39407,7237.500000,2007,11,23,A
39408,6308.333333,2007,11,24,A
39409,5903.333333,2007,11,25,A
39410,5606.041667,2007,11,26,A
39411,5809.791667,2007,11,27,A
39412,5600.625000,2007,11,28,A
39413,5850.833333,2007,11,29,A
39414,5860.208333,2007,11,30,A
39415,5388.750000,2007,12,1,A
39416,5209.791667,2007,12,2,A
39417,6902.708333,2007,12,3,A
39418,12385.208333,2007,12,4,A
39419,11537.708333,2007,12,5,A
39420,9642.916667,2007,12,6,A
39421,9036.875000,2007,12,7,A
39422,8143.541667,2007,12,8,A
39423,6808.750000,2007,12,9,A
39424,6207.083333,2007,12,10,A
39425,5508.750000,2007,12,11,A
39426,4918.333333,2007,12,12,A
39427,4625.000000,2007,12,13,A
39428,4461.041667,2007,12,14,A
39429,4416.666667,2007,12,15,A
39430,4238.958333,2007,12,16,A
39431,4290.416667,2007,12,17,A
39432,4503.333333,2007,12,18,A
39433,5320.833333,2007,12,19,A
39434,8047.083333,2007,12,20,A
39435,6756.875000,2007,12,21,A
39436,5810.000000,2007,12,22,A
39437,7431.666667,2007,12,23,A
39438,16708.333333,2007,12,24,A
39439,12564.583333,2007,12,25,A
39440,10281.458333,2007,12,26,A
39441,8272.916667,2007,12,27,A
39442,7263.125000,2007,12,28,A
39443,7213.541667,2007,12,29,A
39444,8287.083333,2007,12,30,A
39445,7142.708333,2007,12,31,A
39446,6155.208333,2008,1,1,A
39447,5581.875000,2008,1,2,A
39448,5389.583333,2008,1,3,A
39449,5753.750000,2008,1,4,A
39450,6783.541667,2008,1,5,A
39451,6586.458333,2008,1,6,A
39452,6030.833333,2008,1,7,A
39453,6530.416667,2008,1,8,A
39454,8740.000000,2008,1,9,A
39455,9116.875000,2008,1,10,A
39456,14827.083333,2008,1,11,A
39457,14891.666667,2008,1,12,A
39458,14350.000000,2008,1,13,A
39459,11325.833333,2008,1,14,A
39460,9942.916667,2008,1,15,A
39461,8445.833333,2008,1,16,A
39462,7341.458333,2008,1,17,A
39463,6572.500000,2008,1,18,A
39464,5835.625000,2008,1,19,A
39465,5455.416667,2008,1,20,A
39466,5146.041667,2008,1,21,A
39467,5001.250000,2008,1,22,A
39468,4827.916667,2008,1,23,A
39469,4627.500000,2008,1,24,A
39470,4499.583333,2008,1,25,A
39471,4455.208333,2008,1,26,A
39472,6447.916667,2008,1,27,A
39473,6042.291667,2008,1,28,A
39474,5389.375000,2008,1,29,A
39475,5013.541667,2008,1,30,A
39476,5882.291667,2008,1,31,A
39477,6803.958333,2008,2,1,A
39478,5964.375000,2008,2,2,A
39479,5609.375000,2008,2,3,A
39480,4867.083333,2008,2,4,A
39481,4576.666667,2008,2,5,A
39482,4798.333333,2008,2,6,A
39483,6032.291667,2008,2,7,A
39484,6640.000000,2008,2,8,A
39485,5599.375000,2008,2,9,A
39486,5554.375000,2008,2,10,A
39487,5472.708333,2008,2,11,A
39488,5184.791667,2008,2,12,A
39489,5371.875000,2008,2,13,A
39490,5007.291667,2008,2,14,A
39491,4538.958333,2008,2,15,A
39492,4325.625000,2008,2,16,A
39493,4277.291667,2008,2,17,A
39494,4234.791667,2008,2,18,A
39495,4390.416667,2008,2,19,A
39496,4456.041667,2008,2,20,A
39497,4443.750000,2008,2,21,A
39498,4338.333333,2008,2,22,A
39499,4179.375000,2008,2,23,A
39500,3998.333333,2008,2,24,A
39501,4188.958333,2008,2,25,A
39502,4432.916667,2008,2,26,A
39503,4357.916667,2008,2,27,A
39504,4277.708333,2008,2,28,A
39505,4298.750000,2008,2,29,A
39506,5574.375000,2008,3,1,A
39507,5618.125000,2008,3,2,A
39508,5351.875000,2008,3,3,A
39509,5017.916667,2008,3,4,A
39510,4721.875000,2008,3,5,A
39511,4443.750000,2008,3,6,A
39512,4227.291667,2008,3,7,A
39513,4540.625000,2008,3,8,A
39514,4789.347826,2008,3,9,A
39515,4625.000000,2008,3,10,A
39516,5168.750000,2008,3,11,A
39517,5273.541667,2008,3,12,A
39518,5361.458333,2008,3,13,A
39519,6419.375000,2008,3,14,A
39520,7793.125000,2008,3,15,A
39521,7757.083333,2008,3,16,A
39522,6569.166667,2008,3,17,A
39523,8062.500000,2008,3,18,A
39524,11960.416667,2008,3,19,A
39525,10335.000000,2008,3,20,A
39526,8933.333333,2008,3,21,A
39527,7294.375000,2008,3,22,A
39528,6397.916667,2008,3,23,A
39529,6464.166667,2008,3,24,A
39530,6101.250000,2008,3,25,A
39531,6135.416667,2008,3,26,A
39532,5998.333333,2008,3,27,A
39533,5777.708333,2008,3,28,A
39534,5447.708333,2008,3,29,A
39535,5120.000000,2008,3,30,A
39536,4781.739130,2008,3,31,A
39537,4571.086957,2008,4,1,A
39538,4414.347826,2008,4,2,A
39539,4222.391304,2008,4,3,A
39540,4201.739130,2008,4,4,A
39541,4256.956522,2008,4,5,A
39542,4454.166667,2008,4,6,A
39543,4944.375000,2008,4,7,A
39544,4918.125000,2008,4,8,A
39545,4771.041667,2008,4,9,A
39546,4593.125000,2008,4,10,A
39547,4404.791667,2008,4,11,A
39548,4138.125000,2008,4,12,A
39549,4987.708333,2008,4,13,A
39550,6059.583333,2008,4,14,A
39551,5817.083333,2008,4,15,A
39552,5153.750000,2008,4,16,A
39553,4766.041667,2008,4,17,A
39554,4510.833333,2008,4,18,A
39555,4247.500000,2008,4,19,A
39556,4176.458333,2008,4,20,A
39557,4094.166667,2008,4,21,A
39558,4095.416667,2008,4,22,A
39559,4982.291667,2008,4,23,A
39560,4939.583333,2008,4,24,A
39561,4774.791667,2008,4,25,A
39562,4850.416667,2008,4,26,A
39563,5075.416667,2008,4,27,A
39564,5600.625000,2008,4,28,A
39565,6378.333333,2008,4,29,A
39566,6628.541667,2008,4,30,A
39567,6258.333333,2008,5,1,A
39568,5891.875000,2008,5,2,A
39569,5818.125000,2008,5,3,A
39570,6098.333333,2008,5,4,A
39571,6230.416667,2008,5,5,A
39572,6622.500000,2008,5,6,A
39573,6839.166667,2008,5,7,A
39574,6674.791667,2008,5,8,A
39575,6316.458333,2008,5,9,A
39576,6398.750000,2008,5,10,A
39577,6305.625000,2008,5,11,A
39578,6216.875000,2008,5,12,A
39579,6065.416667,2008,5,13,A
39580,6440.000000,2008,5,14,A
39581,7218.958333,2008,5,15,A
39582,9949.791667,2008,5,16,A
39583,13208.333333,2008,5,17,A
39584,15295.833333,2008,5,18,A
39585,14422.916667,2008,5,19,A
39586,13983.333333,2008,5,20,A
39587,13302.083333,2008,5,21,A
39588,11295.833333,2008,5,22,A
39589,9158.958333,2008,5,23,A
39590,7707.916667,2008,5,24,A
39591,7138.333333,2008,5,25,A
39592,7063.541667,2008,5,26,A
39593,6966.458333,2008,5,27,A
39594,7394.583333,2008,5,28,A
39595,9251.666667,2008,5,29,A
39596,8617.291667,2008,5,30,A
39597,8217.500000,2008,5,31,A
39598,8082.291667,2008,6,1,A
39599,7722.916667,2008,6,2,A
39600,7927.500000,2008,6,3,A
39601,9214.166667,2008,6,4,A
39602,8621.875000,2008,6,5,A
39603,8118.750000,2008,6,6,A
39604,8458.125000,2008,6,7,A
39605,8325.625000,2008,6,8,A
39606,7720.833333,2008,6,9,A
39607,7612.708333,2008,6,10,A
39608,7392.708333,2008,6,11,A
39609,7028.333333,2008,6,12,A
39610,6607.708333,2008,6,13,A
39611,6580.625000,2008,6,14,A
39612,6673.333333,2008,6,15,A
39613,6644.583333,2008,6,16,A
39614,6596.250000,2008,6,17,A
39615,6571.875000,2008,6,18,A
39616,6142.500000,2008,6,19,A
39617,6031.666667,2008,6,20,A
39618,5787.708333,2008,6,21,A
39619,5807.500000,2008,6,22,A
39620,5718.750000,2008,6,23,A
39621,5379.375000,2008,6,24,A
39622,4906.041667,2008,6,25,A
39623,4948.333333,2008,6,26,A
39624,4896.875000,2008,6,27,A
39625,5064.583333,2008,6,28,A
39626,5324.583333,2008,6,29,A
39627,5363.750000,2008,6,30,A
39628,5148.750000,2008,7,1,A
39629,4658.958333,2008,7,2,A
39630,4588.125000,2008,7,3,A
39631,4389.791667,2008,7,4,A
39632,4107.708333,2008,7,5,A
39633,3878.125000,2008,7,6,A
39634,3631.458333,2008,7,7,A
39635,3588.958333,2008,7,8,A
39636,3467.291667,2008,7,9,A
39637,3304.791667,2008,7,10,A
39638,3220.000000,2008,7,11,A
39639,3141.041667,2008,7,12,A
39640,3136.666667,2008,7,13,A
39641,3049.583333,2008,7,14,A
39642,3015.833333,2008,7,15,A
39643,2998.958333,2008,7,16,A
39644,2895.625000,2008,7,17,A
39645,2808.958333,2008,7,18,A
39646,2767.916667,2008,7,19,A
39647,2706.666667,2008,7,20,A
39648,2621.458333,2008,7,21,A
39649,2617.708333,2008,7,22,A
39650,2619.375000,2008,7,23,A
39651,2592.291667,2008,7,24,A
39652,2590.833333,2008,7,25,A
39653,2594.166667,2008,7,26,A
39654,2487.708333,2008,7,27,A
39655,2506.041667,2008,7,28,A
39656,2455.000000,2008,7,29,A
39657,2456.666667,2008,7,30,A
39658,2451.250000,2008,7,31,A
39659,2448.125000,2008,8,1,A
39660,2372.708333,2008,8,2,A
39661,2366.041667,2008,8,3,A
39662,2325.625000,2008,8,4,A
39663,2362.291667,2008,8,5,A
39664,2320.416667,2008,8,6,A
39665,2336.250000,2008,8,7,A
39666,2325.208333,2008,8,8,A
39667,2330.416667,2008,8,9,A
39668,2341.666667,2008,8,10,A
39669,2295.833333,2008,8,11,A
39670,2272.916667,2008,8,12,A
39671,2266.666667,2008,8,13,A
39672,2249.791667,2008,8,14,A
39673,2217.916667,2008,8,15,A
39674,2320.625000,2008,8,16,A
39675,2421.458333,2008,8,17,A
39676,2416.250000,2008,8,18,A
39677,2455.208333,2008,8,19,A
39678,2597.708333,2008,8,20,A
39679,2923.333333,2008,8,21,A
39680,2650.625000,2008,8,22,A
39681,2551.666667,2008,8,23,A
39682,2456.250000,2008,8,24,A
39683,2518.125000,2008,8,25,A
39684,2501.875000,2008,8,26,A
39685,2435.625000,2008,8,27,A
39686,2535.208333,2008,8,28,A
39687,2520.625000,2008,8,29,A
39688,2526.250000,2008,8,30,A
39689,2540.416667,2008,8,31,A
39690,2527.291667,2008,9,1,A
39691,2406.875000,2008,9,2,A
39692,2520.000000,2008,9,3,A
39693,2509.583333,2008,9,4,A
39694,2474.583333,2008,9,5,A
39695,2442.916667,2008,9,6,A
39696,2437.916667,2008,9,7,A
39697,2430.208333,2008,9,8,A
39698,2428.750000,2008,9,9,A
39699,2441.041667,2008,9,10,A
39700,2454.375000,2008,9,11,A
39701,2509.791667,2008,9,12,A
39702,2523.541667,2008,9,13,A
39703,2523.333333,2008,9,14,A
39704,2521.666667,2008,9,15,A
39705,2552.083333,2008,9,16,A
39706,2600.625000,2008,9,17,A
39707,2602.291667,2008,9,18,A
39708,2628.541667,2008,9,19,A
39709,2723.333333,2008,9,20,A
39710,2748.958333,2008,9,21,A
39711,2771.875000,2008,9,22,A
39712,2773.958333,2008,9,23,A
39713,2823.125000,2008,9,24,A
39714,2835.416667,2008,9,25,A
39715,2856.041667,2008,9,26,A
39716,2872.916667,2008,9,27,A
39717,2854.791667,2008,9,28,A
39718,2795.000000,2008,9,29,A
39719,2722.916667,2008,9,30,A
39720,2746.875000,2008,10,1,A
39721,2856.666667,2008,10,2,A
39722,2913.541667,2008,10,3,A
39723,3297.916667,2008,10,4,A
39724,3428.958333,2008,10,5,A
39725,3060.625000,2008,10,6,A
39726,3115.625000,2008,10,7,A
39727,3041.875000,2008,10,8,A
39728,2922.708333,2008,10,9,A
39729,2953.125000,2008,10,10,A
39730,2921.041667,2008,10,11,A
39731,2897.916667,2008,10,12,A
39732,2884.166667,2008,10,13,A
39733,2869.166667,2008,10,14,A
39734,2824.583333,2008,10,15,A
39735,3084.583333,2008,10,16,A
39736,3672.916667,2008,10,17,A
39737,3731.458333,2008,10,18,A
39738,3723.958333,2008,10,19,A
39739,3780.000000,2008,10,20,A
39740,3840.833333,2008,10,21,A
39741,3790.416667,2008,10,22,A
39742,3697.083333,2008,10,23,A
39743,3327.708333,2008,10,24,A
39744,2992.291667,2008,10,25,A
39745,2882.916667,2008,10,26,A
39746,2866.666667,2008,10,27,A
39747,2852.291667,2008,10,28,A
39748,2923.125000,2008,10,29,A
39749,2894.791667,2008,10,30,A
39750,2933.541667,2008,10,31,A
39751,3185.208333,2008,11,1,A
39752,3348.200000,2008,11,2,A
39753,3532.708333,2008,11,3,A
39754,4261.875000,2008,11,4,A
39755,4786.041667,2008,11,5,A
39756,5780.416667,2008,11,6,A
39757,5655.833333,2008,11,7,A
39758,5213.958333,2008,11,8,A
39759,5496.458333,2008,11,9,A
39760,5303.750000,2008,11,10,A
39761,5660.416667,2008,11,11,A
39762,9578.958333,2008,11,12,A
39763,12552.500000,2008,11,13,A
39764,9041.041667,2008,11,14,A
39765,6567.708333,2008,11,15,A
39766,5731.041667,2008,11,16,A
39767,5112.083333,2008,11,17,A
39768,4535.000000,2008,11,18,A
39769,3961.041667,2008,11,19,A
39770,3905.000000,2008,11,20,A
39771,4053.541667,2008,11,21,A
39772,3980.000000,2008,11,22,A
39773,3839.375000,2008,11,23,A
39774,3712.916667,2008,11,24,A
39775,3449.583333,2008,11,25,A
39776,3243.958333,2008,11,26,A
39777,3144.166667,2008,11,27,A
39778,2931.666667,2008,11,28,A
39779,2773.541667,2008,11,29,A
39780,2668.333333,2008,11,30,A
39781,2625.833333,2008,12,1,A
39782,2861.875000,2008,12,2,A
39783,3148.958333,2008,12,3,A
39784,2946.875000,2008,12,4,A
39785,2606.458333,2008,12,5,A
39786,2407.083333,2008,12,6,A
39787,2291.666667,2008,12,7,A
39788,2308.750000,2008,12,8,A
39789,2211.666667,2008,12,9,A
39790,2162.500000,2008,12,10,A
39791,2110.000000,2008,12,11,A
39792,2163.333333,2008,12,12,A
39793,2480.000000,2008,12,13,A
39794,2500.208333,2008,12,14,A
39795,2387.083333,2008,12,15,A
39796,2296.250000,2008,12,16,A
39797,2318.333333,2008,12,17,A
39798,2456.086957,2008,12,18,A
39799,2423.750000,2008,12,19,A
39800,2367.083333,2008,12,20,A
39801,3204.583333,2008,12,21,A
39802,4580.833333,2008,12,22,A
39803,3815.625000,2008,12,23,A
39804,3293.125000,2008,12,24,A
39805,3620.208333,2008,12,25,A
39806,3239.583333,2008,12,26,A
39807,4100.208333,2008,12,27,A
39808,17942.083333,2008,12,28,A
39809,27922.916667,2008,12,29,A
39810,19502.083333,2008,12,30,A
39811,15860.416667,2008,12,31,A
39812,15400.000000,2009,1,1,A
39813,26668.750000,2009,1,2,A
39814,17647.916667,2009,1,3,A
39815,18177.083333,2009,1,4,A
39816,18902.083333,2009,1,5,A
39817,21633.333333,2009,1,6,A
39818,21722.916667,2009,1,7,A
39819,21554.166667,2009,1,8,A
39820,20577.083333,2009,1,9,A
39821,17585.416667,2009,1,10,A
39822,15127.083333,2009,1,11,A
39823,13908.333333,2009,1,12,A
39824,13139.583333,2009,1,13,A
39825,12470.833333,2009,1,14,A
39826,11927.083333,2009,1,15,A
39827,10807.500000,2009,1,16,A
39828,9473.750000,2009,1,17,A
39829,8649.583333,2009,1,18,A
39830,8172.708333,2009,1,19,A
39831,7787.500000,2009,1,20,A
39832,7446.041667,2009,1,21,A
39833,7111.666667,2009,1,22,A
39834,6295.416667,2009,1,23,A
39835,5994.375000,2009,1,24,A
39836,5932.291667,2009,1,25,A
39837,5606.250000,2009,1,26,A
39838,5180.208333,2009,1,27,A
39839,5049.375000,2009,1,28,A
39840,4807.916667,2009,1,29,A
39841,4499.166667,2009,1,30,A
39842,4332.291667,2009,1,31,A
39843,4168.958333,2009,2,1,A
39844,4028.958333,2009,2,2,A
39845,3847.916667,2009,2,3,A
39846,3466.875000,2009,2,4,A
39847,3236.041667,2009,2,5,A
39848,3265.208333,2009,2,6,A
39849,3236.041667,2009,2,7,A
39850,3141.666667,2009,2,8,A
39851,3078.541667,2009,2,9,A
39852,3038.750000,2009,2,10,A
39853,3080.208333,2009,2,11,A
39854,2976.041667,2009,2,12,A
39855,2814.791667,2009,2,13,A
39856,2960.625000,2009,2,14,A
39857,2845.833333,2009,2,15,A
39858,2763.333333,2009,2,16,A
39859,2818.750000,2009,2,17,A
39860,2754.375000,2009,2,18,A
39861,2679.166667,2009,2,19,A
39862,2618.333333,2009,2,20,A
39863,2551.041667,2009,2,21,A
39864,2565.000000,2009,2,22,A
39865,2989.583333,2009,2,23,A
39866,3707.291667,2009,2,24,A
