;# ---------------------------------- WARNING ----------------------------------------
;# Some of the data that you have obtained from this U.S. Geological Survey database
;# may not have received Director's approval. Any such data values are qualified
;# as provisional and are subject to revision. Provisional data are released on the
;# condition that neither the USGS nor the United States Government may be held liable
;# for any damages resulting from its use.
;#
;# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
;#
;# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
;# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
;#
;# Contact:   gs-w_support_nwisweb@usgs.gov
;# retrieved: 2021-04-06 13:45:40 EDT       (nadww02)
;#
;# Data for the following 1 site(s) are contained in this file
;#    USGS 14211499 KELLEY CREEK AT SE 159TH DRIVE AT PORTLAND, OR
;# -----------------------------------------------------------------------------------
;#
;# Data provided for site 14211499
;#            TS   parameter     Description
;#        117329       00060     Discharge, cubic feet per second
;#
;# Data-value qualification codes included in this output:
;#     A  Approved for publication -- Processing and review completed.
;#     P  Provisional data subject to revision.
;#     e  Value has been estimated.
;#    91  Daily mean calculated from data on this day matches published daily mean within 1 percent
;#    92  Daily mean calculated from data on this day matches published daily mean within 5 percent
;#    93  Daily mean calculated from data on this day matches published daily mean within 10 percent
;# 
;USGS 14211499_flow_KELLEY CREEK AT SE 159TH DRIVE AT PORTLAND, OR_23815128 
day_index,Q_cfs,Year,Month,Day,Quality
36738,0.319687,2000,8,2,A
36739,0.320521,2000,8,3,A
36740,0.298021,2000,8,4,A
36741,0.272813,2000,8,5,A
36742,0.300417,2000,8,6,A
36743,0.285625,2000,8,7,A
36744,0.383437,2000,8,8,A
36745,0.388229,2000,8,9,A
36746,0.306562,2000,8,10,A
36747,0.279271,2000,8,11,A
36748,0.273437,2000,8,12,A
36749,0.242917,2000,8,13,A
36750,0.242812,2000,8,14,A
36751,0.240000,2000,8,15,A
36752,0.289583,2000,8,16,A
36753,0.327917,2000,8,17,A
36754,0.304375,2000,8,18,A
36755,0.279792,2000,8,19,A
36756,0.301979,2000,8,20,A
36757,0.255161,2000,8,21,A
36758,0.249053,2000,8,22,A
36759,0.252979,2000,8,23,A
36760,0.292105,2000,8,24,A
36761,0.261702,2000,8,25,A
36762,0.277684,2000,8,26,A
36763,0.240106,2000,8,27,A
36764,0.268000,2000,8,28,A
36765,0.275426,2000,8,29,A
36766,0.275684,2000,8,30,A
36767,0.297447,2000,8,31,A
36768,0.307474,2000,9,1,A
36769,0.415851,2000,9,2,A
36770,0.305263,2000,9,3,A
36771,0.227979,2000,9,4,A
36772,0.227895,2000,9,5,A
36773,0.304362,2000,9,6,A
36774,0.328316,2000,9,7,A
36775,0.517021,2000,9,8,A
36776,0.359895,2000,9,9,A
36777,0.928191,2000,9,10,A
36778,0.387579,2000,9,11,A
36779,0.303085,2000,9,12,A
36780,0.296105,2000,9,13,A
36781,0.280957,2000,9,14,A
36782,0.276000,2000,9,15,A
36783,0.355213,2000,9,16,A
36784,0.334632,2000,9,17,A
36785,0.218404,2000,9,18,A
36786,0.322766,2000,9,19,A
36787,0.429681,2000,9,20,A
36788,0.316947,2000,9,21,A
36789,0.237872,2000,9,22,A
36790,0.188211,2000,9,23,A
36791,0.235106,2000,9,24,A
36792,0.318421,2000,9,25,A
36793,0.211087,2000,9,26,A
36794,0.180105,2000,9,27,A
36795,0.198723,2000,9,28,A
36796,0.258632,2000,9,29,A
36797,1.961277,2000,9,30,A
36798,4.517895,2000,10,1,A
36799,0.673191,2000,10,2,A
36800,0.409789,2000,10,3,A
36801,0.415638,2000,10,4,A
36802,0.310947,2000,10,5,A
36803,0.262553,2000,10,6,A
36804,0.231579,2000,10,7,A
36805,0.252340,2000,10,8,A
36806,2.380105,2000,10,9,A
36807,2.236596,2000,10,10,A
36808,0.805684,2000,10,11,A
36809,0.373404,2000,10,12,A
36810,0.521895,2000,10,13,A
36811,0.770957,2000,10,14,A
36812,0.330737,2000,10,15,A
36813,0.303830,2000,10,16,A
36814,0.292000,2000,10,17,A
36815,0.593229,2000,10,18,A
36816,0.363958,2000,10,19,A
36817,4.630833,2000,10,20,A
36818,1.497917,2000,10,21,A
36819,0.801771,2000,10,22,A
36820,0.536563,2000,10,23,A
36821,0.436146,2000,10,24,A
36822,0.377917,2000,10,25,A
36823,0.392500,2000,10,26,A
36824,1.043021,2000,10,27,A
36825,4.619583,2000,10,28,A
36826,1.034479,2000,10,29,A
36827,0.634375,2000,10,30,A
36828,0.465729,2000,10,31,A
36829,0.408021,2000,11,1,A
36830,0.398854,2000,11,2,A
36831,0.370000,2000,11,3,A
36832,0.523021,2000,11,4,A
36833,0.410208,2000,11,5,A
36834,0.599896,2000,11,6,A
36835,0.447812,2000,11,7,A
36836,4.076354,2000,11,8,A
36837,1.252292,2000,11,9,A
36838,0.745208,2000,11,10,A
36839,0.537083,2000,11,11,A
36840,0.429271,2000,11,12,A
36841,0.406667,2000,11,13,A
36842,0.387500,2000,11,14,A
36843,0.334479,2000,11,15,A
36844,0.257292,2000,11,16,A
36845,0.288021,2000,11,17,A
36846,0.233438,2000,11,18,A
36847,0.195313,2000,11,19,A
36848,0.200625,2000,11,20,A
36849,0.190000,2000,11,21,A
36850,0.180312,2000,11,22,A
36851,2.295000,2000,11,23,A
36852,1.477292,2000,11,24,A
36853,1.913021,2000,11,25,A
36854,1.651042,2000,11,26,A
36855,6.545833,2000,11,27,A
36856,2.037500,2000,11,28,A
36857,5.063542,2000,11,29,A
36858,4.525000,2000,11,30,A
36859,2.062500,2000,12,1,A
36860,2.979167,2000,12,2,A
36861,1.908333,2000,12,3,A
36862,1.290625,2000,12,4,A
36863,0.969479,2000,12,5,A
36864,0.833854,2000,12,6,A
36865,0.765000,2000,12,7,A
36866,0.635313,2000,12,8,A
36867,0.995625,2000,12,9,A
36868,0.735521,2000,12,10,A
36869,0.601979,2000,12,11,A
36870,0.526563,2000,12,12,A
36871,1.431875,2000,12,13,A
36872,9.202083,2000,12,14,A
36873,11.537500,2000,12,15,A
36874,7.948958,2000,12,16,A
36875,12.173958,2000,12,17,A
36876,6.010417,2000,12,18,A
36877,8.228125,2000,12,19,A
36878,7.679167,2000,12,20,A
36879,12.359375,2000,12,21,A
36880,34.541667,2000,12,22,A
36881,24.000000,2000,12,23,A
36882,14.135417,2000,12,24,A
36883,8.239583,2000,12,25,A
36884,5.980208,2000,12,26,A
36885,4.672917,2000,12,27,A
36886,3.884375,2000,12,28,A
36887,3.281250,2000,12,29,A
36888,3.315625,2000,12,30,A
36889,2.880208,2000,12,31,A
36890,2.495833,2001,1,1,A
36891,2.256250,2001,1,2,A
36892,2.081250,2001,1,3,A
36893,2.079167,2001,1,4,A
36894,2.289583,2001,1,5,A
36895,1.780208,2001,1,6,A
36896,1.591667,2001,1,7,A
36897,1.496875,2001,1,8,A
36898,1.623958,2001,1,9,A
36899,1.739583,2001,1,10,A
36900,1.527083,2001,1,11,A
36901,1.826042,2001,1,12,A
36902,8.536458,2001,1,13,A
36903,10.689583,2001,1,14,A
36904,6.415625,2001,1,15,A
36905,4.577083,2001,1,16,A
36906,3.584375,2001,1,17,A
36907,3.078125,2001,1,18,A
36908,3.970833,2001,1,19,A
36909,3.244792,2001,1,20,A
36910,4.731250,2001,1,21,A
36911,3.982292,2001,1,22,A
36912,3.494792,2001,1,23,A
36913,5.543750,2001,1,24,A
36914,4.667708,2001,1,25,A
36915,3.617708,2001,1,26,A
36916,2.926042,2001,1,27,A
36917,2.667708,2001,1,28,A
36918,3.090625,2001,1,29,A
36919,3.532292,2001,1,30,A
36920,3.359375,2001,1,31,A
36921,2.906250,2001,2,1,A
36922,14.107292,2001,2,2,A
36923,10.691667,2001,2,3,A
36924,25.072917,2001,2,4,A
36925,13.833333,2001,2,5,A
36926,9.176042,2001,2,6,A
36927,6.594792,2001,2,7,A
36928,5.306250,2001,2,8,A
36929,4.706250,2001,2,9,A
36930,3.990625,2001,2,10,A
36931,3.527083,2001,2,11,A
36932,2.872917,2001,2,12,A
36933,2.536458,2001,2,13,A
36934,2.343750,2001,2,14,A
36935,2.454167,2001,2,15,A
36936,4.955208,2001,2,16,A
36937,3.439583,2001,2,17,A
36938,3.596875,2001,2,18,A
36939,3.095833,2001,2,19,A
36940,2.718750,2001,2,20,A
36941,3.432292,2001,2,21,A
36942,3.348958,2001,2,22,A
36943,2.860417,2001,2,23,A
36944,2.503125,2001,2,24,A
36945,2.107292,2001,2,25,A
36946,1.752083,2001,2,26,A
36947,1.701042,2001,2,27,A
36948,1.653125,2001,2,28,A
36949,2.953125,2001,3,1,A
36950,4.429167,2001,3,2,A
36951,3.184375,2001,3,3,A
36952,3.048958,2001,3,4,A
36953,2.694792,2001,3,5,A
36954,2.287500,2001,3,6,A
36955,2.156250,2001,3,7,A
36956,6.880208,2001,3,8,A
36957,8.471875,2001,3,9,A
36958,4.901042,2001,3,10,A
36959,3.850000,2001,3,11,A
36960,3.148958,2001,3,12,A
36961,2.812500,2001,3,13,A
36962,2.443750,2001,3,14,A
36963,3.730208,2001,3,15,A
36964,3.544792,2001,3,16,A
36965,9.684375,2001,3,17,A
36966,23.834375,2001,3,18,A
36967,21.125000,2001,3,19,A
36968,10.271875,2001,3,20,A
36969,7.053125,2001,3,21,A
36970,5.384375,2001,3,22,A
36971,4.258333,2001,3,23,A
36972,6.069792,2001,3,24,A
36973,18.197917,2001,3,25,A
36974,11.220833,2001,3,26,A
36975,28.875000,2001,3,27,A
36976,25.302083,2001,3,28,A
36977,15.822917,2001,3,29,A
36978,10.507292,2001,3,30,A
36979,12.462500,2001,3,31,A
36980,9.793478,2001,4,1,A
36981,8.263542,2001,4,2,A
36982,7.367708,2001,4,3,A
36983,5.561458,2001,4,4,A
36984,5.458333,2001,4,5,A
36985,6.594792,2001,4,6,A
36986,5.135417,2001,4,7,A
36987,4.566667,2001,4,8,A
36988,3.802083,2001,4,9,A
36989,5.672917,2001,4,10,A
36990,10.958333,2001,4,11,A
36991,6.681250,2001,4,12,A
36992,6.139583,2001,4,13,A
36993,5.547917,2001,4,14,A
36994,4.531250,2001,4,15,A
36995,3.929167,2001,4,16,A
36996,5.548958,2001,4,17,A
36997,3.812500,2001,4,18,A
36998,3.219792,2001,4,19,A
36999,5.628125,2001,4,20,A
37000,4.044792,2001,4,21,A
37001,3.650000,2001,4,22,A
37002,6.077083,2001,4,23,A
37003,4.706250,2001,4,24,A
37004,3.773958,2001,4,25,A
37005,3.016667,2001,4,26,A
37006,2.555208,2001,4,27,A
37007,2.619792,2001,4,28,A
37008,2.296875,2001,4,29,A
37009,20.728125,2001,4,30,A
37010,14.197917,2001,5,1,A
37011,10.409375,2001,5,2,A
37012,7.015625,2001,5,3,A
37013,5.176042,2001,5,4,A
37014,3.821875,2001,5,5,A
37015,2.988542,2001,5,6,A
37016,2.456250,2001,5,7,A
37017,2.069792,2001,5,8,A
37018,1.726042,2001,5,9,A
37019,1.505208,2001,5,10,A
37020,1.344792,2001,5,11,A
37021,1.162500,2001,5,12,A
37022,0.925938,2001,5,13,A
37023,2.698854,2001,5,14,A
37024,3.503125,2001,5,15,A
37025,3.515625,2001,5,16,A
37026,1.935417,2001,5,17,A
37027,1.508333,2001,5,18,A
37028,1.280208,2001,5,19,A
37029,1.004896,2001,5,20,A
37030,0.947812,2001,5,21,A
37031,0.951562,2001,5,22,A
37032,0.867708,2001,5,23,A
37033,0.795937,2001,5,24,A
37034,0.746383,2001,5,25,A
37035,0.652917,2001,5,26,A
37036,0.641250,2001,5,27,A
37037,0.643854,2001,5,28,A
37038,0.603125,2001,5,29,A
37039,0.623333,2001,5,30,A
37040,0.597292,2001,5,31,A
37041,1.020833,2001,6,1,A
37042,0.658333,2001,6,2,A
37043,0.685104,2001,6,3,A
37044,0.599688,2001,6,4,A
37045,0.928750,2001,6,5,A
37046,0.709479,2001,6,6,A
37047,0.568125,2001,6,7,A
37048,0.501979,2001,6,8,A
37049,0.518021,2001,6,9,A
37050,0.486458,2001,6,10,A
37051,2.062188,2001,6,11,A
37052,1.297083,2001,6,12,A
37053,0.764687,2001,6,13,A
37054,0.625417,2001,6,14,A
37055,0.550313,2001,6,15,A
37056,0.472917,2001,6,16,A
37057,0.406250,2001,6,17,A
37058,0.405833,2001,6,18,A
37059,0.479271,2001,6,19,A
37060,0.438438,2001,6,20,A
37061,0.334792,2001,6,21,A
37062,0.315937,2001,6,22,A
37063,0.337604,2001,6,23,A
37064,0.834896,2001,6,24,A
37065,0.546563,2001,6,25,A
37066,0.522083,2001,6,26,A
37067,1.042083,2001,6,27,A
37068,0.529479,2001,6,28,A
37069,0.428750,2001,6,29,A
37070,0.398958,2001,6,30,A
37071,0.343542,2001,7,1,A
37072,0.287396,2001,7,2,A
37073,0.327917,2001,7,3,A
37074,0.299896,2001,7,4,A
37075,0.261146,2001,7,5,A
37076,0.252188,2001,7,6,A
37077,0.304479,2001,7,7,A
37078,0.290938,2001,7,8,A
37079,0.299688,2001,7,9,A
37080,0.337187,2001,7,10,A
37081,0.302188,2001,7,11,A
37082,0.272708,2001,7,12,A
37083,0.286042,2001,7,13,A
37084,0.219063,2001,7,14,A
37085,0.207500,2001,7,15,A
37086,0.224167,2001,7,16,A
37087,0.353854,2001,7,17,A
37088,0.261146,2001,7,18,A
37089,0.247812,2001,7,19,A
37090,0.247500,2001,7,20,A
37091,0.221562,2001,7,21,A
37092,0.248542,2001,7,22,A
37093,0.215000,2001,7,23,A
37094,0.281979,2001,7,24,A
37095,0.279062,2001,7,25,A
37096,0.238125,2001,7,26,A
37097,0.229479,2001,7,27,A
37098,0.428750,2001,7,28,A
37099,0.215208,2001,7,29,A
37100,0.608021,2001,7,30,A
37101,0.308542,2001,7,31,A
37102,0.239167,2001,8,1,A
37103,0.240417,2001,8,2,A
37104,0.219896,2001,8,3,A
37105,0.257292,2001,8,4,A
37106,0.215000,2001,8,5,A
37107,0.147396,2001,8,6,A
37108,0.167292,2001,8,7,A
37109,0.160313,2001,8,8,A
37110,0.210312,2001,8,9,A
37111,0.164792,2001,8,10,A
37112,0.218542,2001,8,11,A
37113,0.208958,2001,8,12,A
37114,0.222812,2001,8,13,A
37115,0.274583,2001,8,14,A
37116,0.248229,2001,8,15,A
37117,0.277813,2001,8,16,A
37118,0.224167,2001,8,17,A
37119,0.229271,2001,8,18,A
37120,0.191354,2001,8,19,A
37121,0.203542,2001,8,20,A
37122,0.277917,2001,8,21,A
37123,2.180000,2001,8,22,A
37124,1.071562,2001,8,23,A
37125,0.469688,2001,8,24,A
37126,0.380729,2001,8,25,A
37127,0.283750,2001,8,26,A
37128,0.211458,2001,8,27,A
37129,0.347292,2001,8,28,A
37130,0.283542,2001,8,29,A
37131,0.259583,2001,8,30,A
37132,0.220833,2001,8,31,A
37133,0.217396,2001,9,1,A
37134,0.169375,2001,9,2,A
37135,0.119375,2001,9,3,A
37136,0.184271,2001,9,4,A
37137,0.171875,2001,9,5,A
37138,0.180625,2001,9,6,A
37139,0.174688,2001,9,7,A
37140,0.184792,2001,9,8,A
37141,0.181458,2001,9,9,A
37142,0.173021,2001,9,10,A
37143,0.178750,2001,9,11,A
37144,0.175521,2001,9,12,A
37145,0.172917,2001,9,13,A
37146,0.167396,2001,9,14,A
37147,0.190938,2001,9,15,A
37148,0.157500,2001,9,16,A
37149,0.082292,2001,9,17,A
37150,0.158542,2001,9,18,A
37151,0.148437,2001,9,19,A
37152,0.181875,2001,9,20,A
37153,0.152396,2001,9,21,A
37154,0.184688,2001,9,22,A
37155,0.165729,2001,9,23,A
37156,0.122812,2001,9,24,A
37157,1.183854,2001,9,25,A
37158,0.694792,2001,9,26,A
37159,0.341354,2001,9,27,A
37160,0.287604,2001,9,28,A
37161,0.212500,2001,9,29,A
37162,0.159479,2001,9,30,A
37163,0.187500,2001,10,1,A
37164,0.226667,2001,10,2,A
37165,0.238750,2001,10,3,A
37166,0.181979,2001,10,4,A
37167,0.170208,2001,10,5,A
37168,0.164792,2001,10,6,A
37169,0.182083,2001,10,7,A
37170,0.252708,2001,10,8,A
37171,0.160313,2001,10,9,A
37172,1.274583,2001,10,10,A
37173,0.864687,2001,10,11,A
37174,0.317812,2001,10,12,A
37175,0.361354,2001,10,13,A
37176,0.203542,2001,10,14,A
37177,0.147396,2001,10,15,A
37178,0.239896,2001,10,16,A
37179,0.255104,2001,10,17,A
37180,0.166146,2001,10,18,A
37181,0.212292,2001,10,19,A
37182,0.169688,2001,10,20,A
37183,0.328750,2001,10,21,A
37184,1.172708,2001,10,22,A
37185,1.910417,2001,10,23,A
37186,0.866979,2001,10,24,A
37187,0.413854,2001,10,25,A
37188,0.269583,2001,10,26,A
37189,1.528854,2001,10,27,A
37190,0.886250,2001,10,28,A
37191,0.863958,2001,10,29,A
37192,5.483333,2001,10,30,A
37193,4.075000,2001,10,31,A
37194,2.491667,2001,11,1,A
37195,1.957917,2001,11,2,A
37196,0.889792,2001,11,3,A
37197,0.678229,2001,11,4,A
37198,4.687500,2001,11,5,A
37199,1.659583,2001,11,6,A
37200,0.813333,2001,11,7,A
37201,0.581458,2001,11,8,A
37202,0.478125,2001,11,9,A
37203,0.408333,2001,11,10,A
37204,0.359167,2001,11,11,A
37205,1.718021,2001,11,12,A
37206,5.385417,2001,11,13,A
37207,8.265625,2001,11,14,A
37208,3.929167,2001,11,15,A
37209,7.918750,2001,11,16,A
37210,6.413542,2001,11,17,A
37211,2.523958,2001,11,18,A
37212,6.298958,2001,11,19,A
37213,6.966667,2001,11,20,A
37214,7.682292,2001,11,21,A
37215,32.468750,2001,11,22,A
37216,12.173958,2001,11,23,A
37217,9.226042,2001,11,24,A
37218,7.588542,2001,11,25,A
37219,5.048958,2001,11,26,A
37220,3.745833,2001,11,27,A
37221,0.000000,2001,11,28,Missing
37222,51.197917,2001,11,29,A
37223,42.885417,2001,11,30,A
37224,77.041667,2001,12,1,A
37225,75.208333,2001,12,2,A
37226,51.656250,2001,12,3,A
37227,63.250000,2001,12,4,A
37228,0.000000,2001,12,5,Missing
37229,35.729167,2001,12,6,A
37230,25.937500,2001,12,7,A
37231,15.750000,2001,12,8,A
37232,12.937500,2001,12,9,A
37233,17.625000,2001,12,10,A
37234,22.593750,2001,12,11,A
37235,21.041667,2001,12,12,A
37236,0.000000,2001,12,13,Missing
37237,0.000000,2001,12,14,Missing
37238,31.635417,2001,12,15,A
37239,54.781250,2001,12,16,A
37240,50.000000,2001,12,17,A
37241,29.312500,2001,12,18,A
37242,21.489583,2001,12,19,A
37243,23.843750,2001,12,20,A
37244,16.791667,2001,12,21,A
37245,12.593750,2001,12,22,A
37246,9.176042,2001,12,23,A
37247,7.059375,2001,12,24,A
37248,5.601042,2001,12,25,A
37249,4.722917,2001,12,26,A
37250,4.909375,2001,12,27,A
37251,8.162500,2001,12,28,A
37252,5.153125,2001,12,29,A
37253,4.242708,2001,12,30,A
37254,5.498958,2001,12,31,A
37255,21.283333,2002,1,1,A
37256,16.885417,2002,1,2,A
37257,11.739583,2002,1,3,A
37258,9.027083,2002,1,4,A
37259,10.470833,2002,1,5,A
37260,35.614583,2002,1,6,A
37261,84.593750,2002,1,7,A
37262,0.000000,2002,1,8,Missing
37263,21.656250,2002,1,9,A
37264,12.666667,2002,1,10,A
37265,9.358333,2002,1,11,A
37266,9.885417,2002,1,12,A
37267,7.776042,2002,1,13,A
37268,6.376042,2002,1,14,A
37269,5.188542,2002,1,15,A
37270,5.098958,2002,1,16,A
37271,5.201042,2002,1,17,A
37272,5.837500,2002,1,18,A
37273,9.442708,2002,1,19,A
37274,15.488542,2002,1,20,A
37275,21.770833,2002,1,21,A
37276,27.583333,2002,1,22,A
37277,15.145833,2002,1,23,A
37278,14.572917,2002,1,24,A
37279,0.000000,2002,1,25,Missing
37280,46.791667,2002,1,26,A
37281,37.885417,2002,1,27,A
37282,29.093750,2002,1,28,A
37283,17.885417,2002,1,29,A
37284,14.104167,2002,1,30,A
37285,16.166667,2002,1,31,A
37286,17.958333,2002,2,1,A
37287,12.197917,2002,2,2,A
37288,11.089583,2002,2,3,A
37289,8.928125,2002,2,4,A
37290,9.410417,2002,2,5,A
37291,22.580208,2002,2,6,A
37292,72.583333,2002,2,7,A
37293,71.208333,2002,2,8,A
37294,22.406250,2002,2,9,A
37295,14.895833,2002,2,10,A
37296,11.779167,2002,2,11,A
37297,9.063542,2002,2,12,A
37298,7.231250,2002,2,13,A
37299,5.791667,2002,2,14,A
37300,5.017708,2002,2,15,A
37301,4.544792,2002,2,16,A
37302,4.055208,2002,2,17,A
37303,4.001042,2002,2,18,A
37304,11.945833,2002,2,19,A
37305,7.068750,2002,2,20,A
37306,6.539583,2002,2,21,A
37307,5.711458,2002,2,22,A
37308,63.382292,2002,2,23,A
37309,14.354167,2002,2,24,A
37310,9.394792,2002,2,25,A
37311,7.152083,2002,2,26,A
37312,5.797917,2002,2,27,A
37313,4.902083,2002,2,28,A
37314,4.116667,2002,3,1,A
37315,3.490625,2002,3,2,A
37316,3.058333,2002,3,3,A
37317,2.857292,2002,3,4,A
37318,3.094792,2002,3,5,A
37319,87.134375,2002,3,6,A
37320,27.625000,2002,3,7,A
37321,13.052083,2002,3,8,A
37322,9.798958,2002,3,9,A
37323,10.462500,2002,3,10,A
37324,0.000000,2002,3,11,Missing
37325,0.000000,2002,3,12,Missing
37326,34.656250,2002,3,13,A
37327,24.187500,2002,3,14,A
37328,19.343750,2002,3,15,A
37329,19.229167,2002,3,16,A
37330,17.750000,2002,3,17,A
37331,13.750000,2002,3,18,A
37332,57.020833,2002,3,19,A
37333,22.135417,2002,3,20,A
