;# ---------------------------------- WARNING ----------------------------------------
;# Some of the data that you have obtained from this U.S. Geological Survey database
;# may not have received Director's approval. Any such data values are qualified
;# as provisional and are subject to revision. Provisional data are released on the
;# condition that neither the USGS nor the United States Government may be held liable
;# for any damages resulting from its use.
;#
;# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
;#
;# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
;# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
;#
;# Contact:   gs-w_support_nwisweb@usgs.gov
;# retrieved: 2021-04-15 18:54:29 EDT       (nadww02)
;#
;# Data for the following 1 site(s) are contained in this file
;#    USGS 14187600 LEBANON SANTIAM CANAL NEAR LEBANON, OR
;# -----------------------------------------------------------------------------------
;#
;# Data provided for site 14187600
;#            TS   parameter     Description
;#        117140       00060     Discharge, cubic feet per second
;#
;# Data-value qualification codes included in this output:
;#     A  Approved for publication -- Processing and review completed.
;#     e  Value has been estimated.
;#    91  Daily mean calculated from data on this day matches published daily mean within 1 percent
;#    92  Daily mean calculated from data on this day matches published daily mean within 5 percent
;# 
;USGS 14187600_flow_LEBANON SANTIAM CANAL NEAR LEBANON, OR_ 
day_index,Q_cfs,Year,Month,Day,Quality
36677,82.604167,2000,6,2,A
36678,80.437500,2000,6,3,A
36679,80.000000,2000,6,4,A
36680,79.729167,2000,6,5,A
36681,79.375000,2000,6,6,A
36682,68.145833,2000,6,7,A
36683,90.416667,2000,6,8,A
36684,94.437500,2000,6,9,A
36685,94.458333,2000,6,10,A
36686,97.056250,2000,6,11,A
36687,109.729167,2000,6,12,A
36688,94.666667,2000,6,13,A
36689,86.416667,2000,6,14,A
36690,87.708333,2000,6,15,A
36691,84.812500,2000,6,16,A
36692,84.062500,2000,6,17,A
36693,86.187500,2000,6,18,A
36694,95.708333,2000,6,19,A
36695,106.145833,2000,6,20,A
36696,109.208333,2000,6,21,A
36697,109.291667,2000,6,22,A
36698,108.833333,2000,6,23,A
36699,110.604167,2000,6,24,A
36700,111.145833,2000,6,25,A
36701,109.750000,2000,6,26,A
36702,105.604167,2000,6,27,A
36703,104.000000,2000,6,28,A
36704,107.937500,2000,6,29,A
36705,110.145833,2000,6,30,A
36706,105.354167,2000,7,1,A
36707,104.625000,2000,7,2,A
36708,103.979167,2000,7,3,A
36709,104.895833,2000,7,4,A
36710,104.916667,2000,7,5,A
36711,104.041667,2000,7,6,A
36712,108.416667,2000,7,7,A
36713,110.437500,2000,7,8,A
36714,108.666667,2000,7,9,A
36715,108.125000,2000,7,10,A
36716,109.375000,2000,7,11,A
36717,108.291667,2000,7,12,A
36718,107.770833,2000,7,13,A
36719,107.583333,2000,7,14,A
36720,107.604167,2000,7,15,A
36721,107.520833,2000,7,16,A
36722,106.333333,2000,7,17,A
36723,105.520833,2000,7,18,A
36724,105.895833,2000,7,19,A
36725,105.416667,2000,7,20,A
36726,105.354167,2000,7,21,A
36727,105.270833,2000,7,22,A
36728,105.270833,2000,7,23,A
36729,104.812500,2000,7,24,A
36730,109.833333,2000,7,25,A
36731,113.937500,2000,7,26,A
36732,113.729167,2000,7,27,A
36733,112.333333,2000,7,28,A
36734,112.250000,2000,7,29,A
36735,113.083333,2000,7,30,A
36736,113.250000,2000,7,31,A
36737,110.020833,2000,8,1,A
36738,99.495833,2000,8,2,A
36739,99.187500,2000,8,3,A
36740,99.589583,2000,8,4,A
36741,102.479167,2000,8,5,A
36742,103.041667,2000,8,6,A
36743,104.770833,2000,8,7,A
36744,108.291667,2000,8,8,A
36745,107.270833,2000,8,9,A
36746,107.645833,2000,8,10,A
36747,108.500000,2000,8,11,A
36748,109.395833,2000,8,12,A
36749,109.291667,2000,8,13,A
36750,108.375000,2000,8,14,A
36751,108.000000,2000,8,15,A
36752,107.812500,2000,8,16,A
36753,107.645833,2000,8,17,A
36754,108.458333,2000,8,18,A
36755,109.604167,2000,8,19,A
36756,109.729167,2000,8,20,A
36757,109.208333,2000,8,21,A
36758,109.625000,2000,8,22,A
36759,109.875000,2000,8,23,A
36760,105.395833,2000,8,24,A
36761,91.750000,2000,8,25,A
36762,70.437500,2000,8,26,A
36763,70.020833,2000,8,27,A
36764,69.395833,2000,8,28,A
36765,68.562500,2000,8,29,A
36766,68.479167,2000,8,30,A
36767,68.479167,2000,8,31,A
36768,68.000000,2000,9,1,A
36769,68.416667,2000,9,2,A
36770,68.145833,2000,9,3,A
36771,66.916667,2000,9,4,A
36772,66.729167,2000,9,5,A
36773,73.500000,2000,9,6,A
36774,75.604167,2000,9,7,A
36775,77.270833,2000,9,8,A
36776,73.812500,2000,9,9,A
36777,73.020833,2000,9,10,A
36778,73.312500,2000,9,11,A
36779,74.479167,2000,9,12,A
36780,77.083333,2000,9,13,A
36781,76.270833,2000,9,14,A
36782,76.250000,2000,9,15,A
36783,76.000000,2000,9,16,A
36784,76.000000,2000,9,17,A
36785,76.000000,2000,9,18,A
36786,76.708333,2000,9,19,A
36787,77.000000,2000,9,20,A
36788,76.375000,2000,9,21,A
36789,75.791667,2000,9,22,A
36790,75.916667,2000,9,23,A
36791,75.895833,2000,9,24,A
36792,75.375000,2000,9,25,A
36793,75.187500,2000,9,26,A
36794,75.166667,2000,9,27,A
36795,75.083333,2000,9,28,A
36796,74.937500,2000,9,29,A
36797,75.083333,2000,9,30,A
36798,76.000000,2000,10,1,A
36799,76.104167,2000,10,2,A
36800,76.041667,2000,10,3,A
36801,75.895833,2000,10,4,A
36802,75.875000,2000,10,5,A
36803,75.541667,2000,10,6,A
36804,75.250000,2000,10,7,A
36805,75.166667,2000,10,8,A
36806,76.104167,2000,10,9,A
36807,76.812500,2000,10,10,A
36808,75.291667,2000,10,11,A
36809,71.666667,2000,10,12,A
36810,71.208333,2000,10,13,A
36811,71.000000,2000,10,14,A
36812,80.520833,2000,10,15,A
36813,83.000000,2000,10,16,A
36814,74.187500,2000,10,17,A
36815,75.812500,2000,10,18,A
36816,76.000000,2000,10,19,A
36817,76.062500,2000,10,20,A
36818,76.520833,2000,10,21,A
36819,75.520833,2000,10,22,A
36820,75.000000,2000,10,23,A
36821,66.770833,2000,10,24,A
36822,68.541667,2000,10,25,A
36823,78.625000,2000,10,26,A
36824,76.000000,2000,10,27,A
36825,78.791667,2000,10,28,A
36826,78.229167,2000,10,29,A
36827,77.625000,2000,10,30,A
36828,76.541667,2000,10,31,A
36829,73.375000,2000,11,1,A
36830,72.083333,2000,11,2,A
36831,73.000000,2000,11,3,A
36832,73.645833,2000,11,4,A
36833,74.000000,2000,11,5,A
36834,73.437500,2000,11,6,A
36835,73.937500,2000,11,7,A
36836,75.395833,2000,11,8,A
36837,76.187500,2000,11,9,A
36838,75.520833,2000,11,10,A
36839,65.229167,2000,11,11,A
36840,63.270833,2000,11,12,A
36841,63.000000,2000,11,13,A
36842,68.354167,2000,11,14,A
36843,74.916667,2000,11,15,A
36844,73.958333,2000,11,16,A
36845,72.770833,2000,11,17,A
36846,67.229167,2000,11,18,A
36847,62.854167,2000,11,19,A
36848,62.208333,2000,11,20,A
36849,67.791667,2000,11,21,A
36850,73.000000,2000,11,22,A
36851,72.625000,2000,11,23,A
36852,73.000000,2000,11,24,A
36853,78.875000,2000,11,25,A
36854,82.062500,2000,11,26,A
36855,75.416667,2000,11,27,A
36856,55.541667,2000,11,28,A
36857,41.000000,2000,11,29,A
36858,41.000000,2000,11,30,A
36859,64.270833,2000,12,1,A
36860,74.187500,2000,12,2,A
36861,73.000000,2000,12,3,A
36862,77.104167,2000,12,4,A
36863,78.416667,2000,12,5,A
36864,73.937500,2000,12,6,A
36865,73.125000,2000,12,7,A
36866,74.395833,2000,12,8,A
36867,75.729167,2000,12,9,A
36868,75.958333,2000,12,10,A
36869,73.083333,2000,12,11,A
36870,63.187500,2000,12,12,A
36871,71.708333,2000,12,13,A
36872,72.875000,2000,12,14,A
36873,74.666667,2000,12,15,A
36874,58.500000,2000,12,16,A
36875,57.312500,2000,12,17,A
36876,67.333333,2000,12,18,A
36877,74.458333,2000,12,19,A
36878,72.958333,2000,12,20,A
36879,73.437500,2000,12,21,A
36880,73.395833,2000,12,22,A
36881,72.687500,2000,12,23,A
36882,67.625000,2000,12,24,A
36883,63.750000,2000,12,25,A
36884,56.875000,2000,12,26,A
36885,68.437500,2000,12,27,A
36886,72.750000,2000,12,28,A
36887,70.625000,2000,12,29,A
36888,70.375000,2000,12,30,A
36889,65.083333,2000,12,31,A
36890,63.458333,2001,1,1,A
36891,56.291667,2001,1,2,A
36892,63.375000,2001,1,3,A
36893,79.375000,2001,1,4,A
36894,80.000000,2001,1,5,A
36895,79.937500,2001,1,6,A
36896,80.000000,2001,1,7,A
36897,80.000000,2001,1,8,A
36898,80.000000,2001,1,9,A
36899,80.000000,2001,1,10,A
36900,80.000000,2001,1,11,A
36901,76.854167,2001,1,12,A
36902,67.875000,2001,1,13,A
36903,74.645833,2001,1,14,A
36904,74.541667,2001,1,15,A
36905,76.312500,2001,1,16,A
36906,78.604167,2001,1,17,A
36907,71.541667,2001,1,18,A
36908,69.541667,2001,1,19,A
36909,73.625000,2001,1,20,A
36910,74.666667,2001,1,21,A
36911,77.395833,2001,1,22,A
36912,77.687500,2001,1,23,A
36913,78.041667,2001,1,24,A
36914,76.062500,2001,1,25,A
36915,75.500000,2001,1,26,A
36916,72.916667,2001,1,27,A
36917,68.729167,2001,1,28,A
36918,74.520833,2001,1,29,A
36919,79.458333,2001,1,30,A
36920,77.000000,2001,1,31,A
36921,73.166667,2001,2,1,A
36922,73.062500,2001,2,2,A
36923,74.791667,2001,2,3,A
36924,79.583333,2001,2,4,A
36925,81.145833,2001,2,5,A
36926,73.458333,2001,2,6,A
36927,61.187500,2001,2,7,A
36928,75.625000,2001,2,8,A
36929,67.354167,2001,2,9,A
36930,66.000000,2001,2,10,A
36931,65.875000,2001,2,11,A
36932,69.291667,2001,2,12,A
36933,72.541667,2001,2,13,A
36934,74.458333,2001,2,14,A
36935,76.270833,2001,2,15,A
36936,76.125000,2001,2,16,A
36937,75.916667,2001,2,17,A
36938,76.000000,2001,2,18,A
36939,75.500000,2001,2,19,A
36940,74.958333,2001,2,20,A
36941,76.125000,2001,2,21,A
36942,76.062500,2001,2,22,A
36943,76.187500,2001,2,23,A
36944,76.000000,2001,2,24,A
36945,75.708333,2001,2,25,A
36946,77.979167,2001,2,26,A
36947,81.104167,2001,2,27,A
36948,80.375000,2001,2,28,A
36949,81.187500,2001,3,1,A
36950,86.020833,2001,3,2,A
36951,82.083333,2001,3,3,A
36952,80.937500,2001,3,4,A
36953,82.312500,2001,3,5,A
36954,83.958333,2001,3,6,A
36955,83.020833,2001,3,7,A
36956,82.500000,2001,3,8,A
36957,82.895833,2001,3,9,A
36958,79.666667,2001,3,10,A
36959,77.833333,2001,3,11,A
36960,80.375000,2001,3,12,A
36961,83.041667,2001,3,13,A
36962,82.208333,2001,3,14,A
36963,83.020833,2001,3,15,A
36964,84.604167,2001,3,16,A
36965,86.229167,2001,3,17,A
36966,79.416667,2001,3,18,A
36967,81.354167,2001,3,19,A
36968,88.510417,2001,3,20,A
36969,95.062500,2001,3,21,A
36970,96.685417,2001,3,22,A
36971,93.737500,2001,3,23,A
36972,85.333333,2001,3,24,A
36973,88.255319,2001,3,25,A
36974,87.937500,2001,3,26,A
36975,88.000000,2001,3,27,A
36976,91.052083,2001,3,28,A
36977,82.354167,2001,3,29,A
36978,83.583333,2001,3,30,A
36979,77.833333,2001,3,31,A
36980,79.217391,2001,4,1,A
36981,79.000000,2001,4,2,A
36982,82.020833,2001,4,3,A
36983,81.166667,2001,4,4,A
36984,81.666667,2001,4,5,A
36985,82.645833,2001,4,6,A
36986,84.500000,2001,4,7,A
36987,75.395833,2001,4,8,A
36988,75.437500,2001,4,9,A
36989,78.666667,2001,4,10,A
36990,78.979167,2001,4,11,A
36991,77.937500,2001,4,12,A
36992,84.166667,2001,4,13,A
36993,74.500000,2001,4,14,A
36994,73.104167,2001,4,15,A
36995,79.041667,2001,4,16,A
36996,89.125000,2001,4,17,A
36997,87.333333,2001,4,18,A
36998,82.395833,2001,4,19,A
36999,77.479167,2001,4,20,A
37000,70.875000,2001,4,21,A
37001,65.645833,2001,4,22,A
37002,68.687500,2001,4,23,A
37003,82.708333,2001,4,24,A
37004,86.250000,2001,4,25,A
37005,81.708333,2001,4,26,A
37006,73.166667,2001,4,27,A
37007,69.645833,2001,4,28,A
37008,69.729167,2001,4,29,A
37009,72.395833,2001,4,30,A
37010,76.333333,2001,5,1,A
37011,70.645833,2001,5,2,A
37012,75.333333,2001,5,3,A
37013,73.666667,2001,5,4,A
37014,73.000000,2001,5,5,A
37015,71.729167,2001,5,6,A
37016,70.729167,2001,5,7,A
37017,78.708333,2001,5,8,A
37018,88.291667,2001,5,9,A
37019,87.750000,2001,5,10,A
37020,87.500000,2001,5,11,A
37021,87.520833,2001,5,12,A
37022,80.020833,2001,5,13,A
37023,66.416667,2001,5,14,A
37024,76.250000,2001,5,15,A
37025,75.625000,2001,5,16,A
37026,79.291667,2001,5,17,A
37027,80.250000,2001,5,18,A
37028,77.270833,2001,5,19,A
37029,75.875000,2001,5,20,A
37030,81.083333,2001,5,21,A
37031,91.041667,2001,5,22,A
37032,107.604167,2001,5,23,A
37033,101.562500,2001,5,24,A
37034,100.677083,2001,5,25,A
37035,106.479167,2001,5,26,A
37036,111.333333,2001,5,27,A
37037,104.041667,2001,5,28,A
37038,96.000000,2001,5,29,A
37039,96.000000,2001,5,30,A
37040,96.000000,2001,5,31,A
37041,94.625000,2001,6,1,A
37042,95.083333,2001,6,2,A
37043,95.812500,2001,6,3,A
37044,96.472917,2001,6,4,A
37045,99.333333,2001,6,5,A
37046,95.812500,2001,6,6,A
37047,94.895833,2001,6,7,A
37048,91.291667,2001,6,8,A
37049,92.166667,2001,6,9,A
37050,89.125000,2001,6,10,A
37051,85.958333,2001,6,11,A
37052,82.395833,2001,6,12,A
37053,86.479167,2001,6,13,A
37054,95.062500,2001,6,14,A
37055,94.604167,2001,6,15,A
37056,93.687500,2001,6,16,A
37057,92.187500,2001,6,17,A
37058,92.458333,2001,6,18,A
37059,92.395833,2001,6,19,A
37060,92.250000,2001,6,20,A
37061,92.187500,2001,6,21,A
37062,90.625000,2001,6,22,A
37063,90.270833,2001,6,23,A
37064,90.895833,2001,6,24,A
37065,91.395833,2001,6,25,A
37066,92.812500,2001,6,26,A
37067,96.187500,2001,6,27,A
37068,95.979167,2001,6,28,A
37069,95.500000,2001,6,29,A
37070,95.000000,2001,6,30,A
37071,84.750000,2001,7,1,A
37072,87.312500,2001,7,2,A
37073,92.416667,2001,7,3,A
37074,92.270833,2001,7,4,A
37075,92.208333,2001,7,5,A
37076,92.833333,2001,7,6,A
37077,92.208333,2001,7,7,A
37078,92.291667,2001,7,8,A
37079,92.041667,2001,7,9,A
37080,91.625000,2001,7,10,A
37081,91.708333,2001,7,11,A
37082,91.750000,2001,7,12,A
37083,91.166667,2001,7,13,A
37084,90.020833,2001,7,14,A
37085,90.875000,2001,7,15,A
37086,91.333333,2001,7,16,A
37087,91.978261,2001,7,17,A
37088,91.785417,2001,7,18,A
37089,88.416667,2001,7,19,A
37090,90.625000,2001,7,20,A
37091,93.916667,2001,7,21,A
37092,93.791667,2001,7,22,A
37093,95.312500,2001,7,23,A
37094,97.958333,2001,7,24,A
37095,97.875000,2001,7,25,A
37096,97.937500,2001,7,26,A
37097,98.000000,2001,7,27,A
37098,98.000000,2001,7,28,A
37099,98.520833,2001,7,29,A
37100,98.406250,2001,7,30,A
37101,86.604167,2001,7,31,A
37102,77.291667,2001,8,1,A
37103,76.666667,2001,8,2,A
37104,76.583333,2001,8,3,A
37105,76.791667,2001,8,4,A
37106,76.354167,2001,8,5,A
37107,76.083333,2001,8,6,A
37108,90.291667,2001,8,7,A
37109,97.000000,2001,8,8,A
37110,97.041667,2001,8,9,A
37111,96.979167,2001,8,10,A
37112,97.000000,2001,8,11,A
37113,97.416667,2001,8,12,A
37114,97.458333,2001,8,13,A
37115,97.541667,2001,8,14,A
37116,97.562500,2001,8,15,A
37117,97.583333,2001,8,16,A
37118,97.166667,2001,8,17,A
37119,97.104167,2001,8,18,A
37120,97.270833,2001,8,19,A
37121,96.125000,2001,8,20,A
37122,96.125000,2001,8,21,A
37123,97.000000,2001,8,22,A
37124,98.000000,2001,8,23,A
37125,97.750000,2001,8,24,A
37126,97.083333,2001,8,25,A
37127,97.333333,2001,8,26,A
37128,96.250000,2001,8,27,A
37129,100.854167,2001,8,28,A
37130,105.645833,2001,8,29,A
37131,105.937500,2001,8,30,A
37132,106.000000,2001,8,31,A
37133,106.145833,2001,9,1,A
37134,105.020833,2001,9,2,A
37135,103.812500,2001,9,3,A
37136,103.750000,2001,9,4,A
37137,103.687500,2001,9,5,A
37138,103.083333,2001,9,6,A
37139,103.041667,2001,9,7,A
37140,103.187500,2001,9,8,A
37141,103.354167,2001,9,9,A
37142,102.979167,2001,9,10,A
37143,103.000000,2001,9,11,A
37144,103.458333,2001,9,12,A
37145,103.291667,2001,9,13,A
37146,103.145833,2001,9,14,A
37147,103.833333,2001,9,15,A
37148,104.000000,2001,9,16,A
37149,103.166667,2001,9,17,A
37150,103.000000,2001,9,18,A
37151,103.000000,2001,9,19,A
37152,103.000000,2001,9,20,A
37153,102.979167,2001,9,21,A
37154,102.000000,2001,9,22,A
37155,102.187500,2001,9,23,A
37156,102.104167,2001,9,24,A
37157,103.187500,2001,9,25,A
37158,101.672917,2001,9,26,A
37159,99.652083,2001,9,27,A
37160,99.925000,2001,9,28,A
37161,99.950000,2001,9,29,A
37162,100.000000,2001,9,30,A
37163,100.458333,2001,10,1,A
37164,101.645833,2001,10,2,A
37165,101.250000,2001,10,3,A
37166,101.354167,2001,10,4,A
37167,101.625000,2001,10,5,A
37168,102.000000,2001,10,6,A
37169,102.000000,2001,10,7,A
37170,102.833333,2001,10,8,A
37171,100.020833,2001,10,9,A
37172,96.458333,2001,10,10,A
37173,98.770833,2001,10,11,A
37174,97.145833,2001,10,12,A
37175,97.000000,2001,10,13,A
37176,96.062500,2001,10,14,A
37177,96.000000,2001,10,15,A
37178,96.000000,2001,10,16,A
37179,96.000000,2001,10,17,A
37180,96.000000,2001,10,18,A
37181,96.000000,2001,10,19,A
37182,96.000000,2001,10,20,A
37183,96.000000,2001,10,21,A
37184,97.302083,2001,10,22,A
37185,94.125000,2001,10,23,A
37186,87.812500,2001,10,24,A
37187,87.000000,2001,10,25,A
37188,86.479167,2001,10,26,A
37189,82.666667,2001,10,27,A
37190,82.000000,2001,10,28,A
37191,85.645833,2001,10,29,A
37192,94.291667,2001,10,30,A
37193,93.489362,2001,10,31,A
37194,88.958333,2001,11,1,A
37195,86.833333,2001,11,2,A
37196,80.250000,2001,11,3,A
37197,80.000000,2001,11,4,A
37198,85.666667,2001,11,5,A
37199,89.833333,2001,11,6,A
37200,88.604167,2001,11,7,A
37201,71.520833,2001,11,8,A
37202,76.041667,2001,11,9,A
37203,89.145833,2001,11,10,A
37204,89.833333,2001,11,11,A
37205,90.729167,2001,11,12,A
37206,87.041667,2001,11,13,A
37207,81.187500,2001,11,14,A
37208,83.916667,2001,11,15,A
37209,80.854167,2001,11,16,A
37210,83.020833,2001,11,17,A
37211,81.812500,2001,11,18,A
37212,80.446809,2001,11,19,A
37213,82.416667,2001,11,20,A
37214,80.041667,2001,11,21,A
37215,75.666667,2001,11,22,A
37216,69.333333,2001,11,23,A
37217,71.000000,2001,11,24,A
37218,69.250000,2001,11,25,A
37219,77.979167,2001,11,26,A
37220,85.416667,2001,11,27,A
37221,72.583333,2001,11,28,A
37222,77.520833,2001,11,29,A
37223,68.625000,2001,11,30,A
37224,66.708333,2001,12,1,A
37225,42.916667,2001,12,2,A
37226,56.708333,2001,12,3,A
37227,63.979167,2001,12,4,A
37228,64.625000,2001,12,5,A
37229,65.062500,2001,12,6,A
37230,65.125000,2001,12,7,A
37231,63.895833,2001,12,8,A
37232,63.958333,2001,12,9,A
37233,70.208333,2001,12,10,A
37234,79.541667,2001,12,11,A
37235,76.687500,2001,12,12,A
37236,64.770833,2001,12,13,A
37237,34.958333,2001,12,14,A
37238,58.208333,2001,12,15,A
37239,59.479167,2001,12,16,A
37240,61.229167,2001,12,17,A
37241,60.291667,2001,12,18,A
37242,57.145833,2001,12,19,A
37243,57.958333,2001,12,20,A
37244,56.437500,2001,12,21,A
37245,56.000000,2001,12,22,A
37246,55.041667,2001,12,23,A
37247,69.916667,2001,12,24,A
37248,81.604167,2001,12,25,A
37249,76.041667,2001,12,26,A
37250,72.239130,2001,12,27,A
37251,78.250000,2001,12,28,A
37252,79.208333,2001,12,29,A
37253,74.625000,2001,12,30,A
37254,68.916667,2001,12,31,A
37255,73.000000,2002,1,1,A
37256,73.437500,2002,1,2,A
37257,77.270833,2002,1,3,A
37258,79.000000,2002,1,4,A
37259,76.520833,2002,1,5,A
37260,80.000000,2002,1,6,A
37261,73.770833,2002,1,7,A
37262,64.937500,2002,1,8,A
37263,62.583333,2002,1,9,A
37264,70.270833,2002,1,10,A
37265,76.000000,2002,1,11,A
37266,75.770833,2002,1,12,A
37267,75.187500,2002,1,13,A
37268,78.083333,2002,1,14,A
37269,81.812500,2002,1,15,A
37270,84.895833,2002,1,16,A
37271,84.000000,2002,1,17,A
