;# ---------------------------------- WARNING ----------------------------------------
;# Some of the data that you have obtained from this U.S. Geological Survey database
;# may not have received Director's approval. Any such data values are qualified
;# as provisional and are subject to revision. Provisional data are released on the
;# condition that neither the USGS nor the United States Government may be held liable
;# for any damages resulting from its use.
;#
;# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
;#
;# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
;# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
;#
;# Contact:   gs-w_support_nwisweb@usgs.gov
;# retrieved: 2021-04-06 15:13:42 EDT       (nadww02)
;#
;# Data for the following 1 site(s) are contained in this file
;#    USGS 14185000 SOUTH SANTIAM RIVER BELOW CASCADIA, OR
;# -----------------------------------------------------------------------------------
;#
;# Data provided for site 14185000
;#            TS   parameter     Description
;#        117103       00010     Temperature, water, degrees Celsius
;#
;# Data-value qualification codes included in this output:
;#     A  Approved for publication -- Processing and review completed.
;#     P  Provisional data subject to revision.
;# 
;USGS 14185000_temp_SOUTH SANTIAM RIVER BELOW CASCADIA, OR_23785793 
day_index,temp_C,Year,Month,Day,Quality
39785,4.634375,2008,12,5,A
39786,4.533333,2008,12,6,A
39787,4.870833,2008,12,7,A
39788,5.922917,2008,12,8,A
39789,4.866667,2008,12,9,A
39790,4.668750,2008,12,10,A
39791,4.985417,2008,12,11,A
39792,5.101042,2008,12,12,A
39793,4.101042,2008,12,13,A
39794,3.498958,2008,12,14,A
39795,1.858333,2008,12,15,A
39796,0.428125,2008,12,16,A
39797,0.435417,2008,12,17,A
39798,1.378125,2008,12,18,A
39799,1.428125,2008,12,19,A
39800,1.661458,2008,12,20,A
39801,2.398958,2008,12,21,A
39802,3.356250,2008,12,22,A
39803,3.701042,2008,12,23,A
39804,3.615625,2008,12,24,A
39805,3.394792,2008,12,25,A
39806,3.621875,2008,12,26,A
39807,4.043750,2008,12,27,A
39808,4.944792,2008,12,28,A
39809,5.661458,2008,12,29,A
39810,5.466667,2008,12,30,A
39811,5.530208,2008,12,31,A
39812,5.690625,2009,1,1,A
39813,5.550000,2009,1,2,A
39814,4.875000,2009,1,3,A
39815,4.189583,2009,1,4,A
39816,5.265625,2009,1,5,A
39817,6.023958,2009,1,6,A
39818,6.403125,2009,1,7,A
39819,6.179167,2009,1,8,A
39820,5.319792,2009,1,9,A
39821,5.261458,2009,1,10,A
39822,5.913542,2009,1,11,A
39823,5.811458,2009,1,12,A
39824,5.070833,2009,1,13,A
39825,4.909375,2009,1,14,A
39826,4.908333,2009,1,15,A
39827,4.827083,2009,1,16,A
39828,4.657292,2009,1,17,A
39829,4.913542,2009,1,18,A
39830,4.589583,2009,1,19,A
39831,4.398958,2009,1,20,A
39832,4.358333,2009,1,21,A
39833,5.109375,2009,1,22,A
39834,4.844792,2009,1,23,A
39835,5.277083,2009,1,24,A
39836,4.585417,2009,1,25,A
39837,3.196875,2009,1,26,A
39838,2.319792,2009,1,27,A
39839,3.543750,2009,1,28,A
39840,3.640625,2009,1,29,A
39841,3.475000,2009,1,30,A
39842,4.216667,2009,1,31,A
39843,3.430208,2009,2,1,A
39844,3.498958,2009,2,2,A
39845,3.964583,2009,2,3,A
39846,4.378125,2009,2,4,A
39847,4.931250,2009,2,5,A
39848,5.592708,2009,2,6,A
39849,5.637500,2009,2,7,A
39850,4.379167,2009,2,8,A
39851,4.330208,2009,2,9,A
39852,3.407292,2009,2,10,A
39853,3.407292,2009,2,11,A
39854,3.440625,2009,2,12,A
39855,3.857292,2009,2,13,A
39856,3.712500,2009,2,14,A
39857,4.057292,2009,2,15,A
39858,4.384375,2009,2,16,A
39859,5.138542,2009,2,17,A
39860,4.438542,2009,2,18,A
39861,4.273958,2009,2,19,A
39862,4.247917,2009,2,20,A
39863,4.457292,2009,2,21,A
39864,5.726042,2009,2,22,A
39865,6.111458,2009,2,23,A
39866,5.882292,2009,2,24,A
39867,5.982292,2009,2,25,A
39868,4.864583,2009,2,26,A
39869,4.259375,2009,2,27,A
39870,4.939583,2009,2,28,A
39871,5.882292,2009,3,1,A
39872,6.406250,2009,3,2,A
39873,5.823958,2009,3,3,A
39874,5.180208,2009,3,4,A
39875,5.082292,2009,3,5,A
39876,4.905208,2009,3,6,A
39877,4.576042,2009,3,7,A
39878,3.993478,2009,3,8,A
39879,3.721875,2009,3,9,A
39880,3.669792,2009,3,10,A
39881,3.583333,2009,3,11,A
39882,3.770833,2009,3,12,A
39883,4.364583,2009,3,13,A
39884,4.748958,2009,3,14,A
39885,5.007292,2009,3,15,A
39886,5.311458,2009,3,16,A
39887,5.677083,2009,3,17,A
39888,6.175000,2009,3,18,A
39889,6.136458,2009,3,19,A
39890,6.677083,2009,3,20,A
39891,6.545833,2009,3,21,A
39892,5.476042,2009,3,22,A
39893,4.938542,2009,3,23,A
39894,5.635417,2009,3,24,A
39895,5.980208,2009,3,25,A
39896,6.362500,2009,3,26,A
39897,6.505208,2009,3,27,A
39898,6.775000,2009,3,28,A
39899,5.011458,2009,3,29,A
39900,5.096875,2009,3,30,A
39901,5.373958,2009,3,31,A
39902,5.128125,2009,4,1,A
39903,5.715625,2009,4,2,A
39904,5.259375,2009,4,3,A
39905,5.562500,2009,4,4,A
39906,6.226042,2009,4,5,A
39907,6.906250,2009,4,6,A
39908,7.125000,2009,4,7,A
39909,7.005208,2009,4,8,A
39910,6.745833,2009,4,9,A
39911,6.453125,2009,4,10,A
39912,6.565625,2009,4,11,A
39913,6.677083,2009,4,12,A
39914,6.003125,2009,4,13,A
39915,5.009375,2009,4,14,A
39916,5.505208,2009,4,15,A
39917,5.968750,2009,4,16,A
39918,6.747917,2009,4,17,A
39919,7.065625,2009,4,18,A
39920,7.786458,2009,4,19,A
39921,8.510417,2009,4,20,A
39922,8.542708,2009,4,21,A
39923,7.916667,2009,4,22,A
39924,6.617708,2009,4,23,A
39925,6.076042,2009,4,24,A
39926,5.873958,2009,4,25,A
39927,6.633333,2009,4,26,A
39928,6.701042,2009,4,27,A
39929,6.520833,2009,4,28,A
39930,6.582292,2009,4,29,A
39931,6.912500,2009,4,30,A
39932,8.153125,2009,5,1,A
39933,8.877083,2009,5,2,A
39934,7.894792,2009,5,3,A
39935,7.317708,2009,5,4,A
39936,7.082292,2009,5,5,A
39937,7.092708,2009,5,6,A
39938,7.075000,2009,5,7,A
39939,7.403125,2009,5,8,A
39940,7.996875,2009,5,9,A
39941,8.372917,2009,5,10,A
39942,8.907292,2009,5,11,A
39943,7.752083,2009,5,12,A
39944,6.683333,2009,5,13,A
39945,8.142708,2009,5,14,A
39946,8.405208,2009,5,15,A
39947,9.511458,2009,5,16,A
39948,10.314583,2009,5,17,A
39949,10.582292,2009,5,18,A
39950,9.484375,2009,5,19,A
39951,8.708333,2009,5,20,A
39952,9.415625,2009,5,21,A
39953,10.188542,2009,5,22,A
39954,10.506250,2009,5,23,A
39955,11.088542,2009,5,24,A
39956,10.932292,2009,5,25,A
39957,11.102083,2009,5,26,A
39958,11.811458,2009,5,27,A
39959,12.546875,2009,5,28,A
39960,13.682292,2009,5,29,A
39961,14.117708,2009,5,30,A
39962,14.426042,2009,5,31,A
39963,14.189583,2009,6,1,A
39964,13.405263,2009,6,2,A
39965,13.758333,2009,6,3,A
39966,13.940625,2009,6,4,A
39967,13.008333,2009,6,5,A
39968,11.950000,2009,6,6,A
39969,12.018750,2009,6,7,A
39970,12.973958,2009,6,8,A
39971,13.431250,2009,6,9,A
39972,13.660417,2009,6,10,A
39973,13.328125,2009,6,11,A
39974,13.617708,2009,6,12,A
39975,14.018750,2009,6,13,A
39976,14.760417,2009,6,14,A
39977,15.379167,2009,6,15,A
39978,15.333333,2009,6,16,A
39979,15.666667,2009,6,17,A
39980,16.295833,2009,6,18,A
39981,15.647917,2009,6,19,A
39982,13.576042,2009,6,20,A
39983,12.708333,2009,6,21,A
39984,13.436449,2009,6,22,A
39985,14.324786,2009,6,23,A
39986,15.531250,2009,6,24,A
39987,16.076271,2009,6,25,A
39988,15.643590,2009,6,26,A
39989,15.754622,2009,6,27,A
39990,16.149580,2009,6,28,A
39991,16.066087,2009,6,29,A
39992,15.884615,2009,6,30,A
39993,16.204237,2009,7,1,A
39994,17.308696,2009,7,2,A
39995,18.198958,2009,7,3,A
39996,18.753125,2009,7,4,A
39997,18.967708,2009,7,5,A
39998,18.203125,2009,7,6,A
39999,17.024074,2009,7,7,A
40000,16.822951,2009,7,8,A
40001,16.605738,2009,7,9,A
40002,17.572414,2009,7,10,A
40003,17.978689,2009,7,11,A
40004,17.299167,2009,7,12,A
40005,15.951639,2009,7,13,A
40006,16.647414,2009,7,14,A
40007,17.603604,2009,7,15,A
40008,18.585217,2009,7,16,A
40009,19.268644,2009,7,17,A
40010,19.672881,2009,7,18,A
40011,19.572500,2009,7,19,A
40012,19.123810,2009,7,20,A
40013,19.590741,2009,7,21,A
40014,19.926496,2009,7,22,A
40015,19.556338,2009,7,23,A
40016,19.056061,2009,7,24,A
40017,19.520635,2009,7,25,A
40018,20.606250,2009,7,26,A
40019,21.629825,2009,7,27,A
40020,22.269444,2009,7,28,A
40021,22.807042,2009,7,29,A
40022,22.867164,2009,7,30,A
40023,22.661429,2009,7,31,A
40024,22.661667,2009,8,1,A
40025,22.726563,2009,8,2,A
40026,22.351515,2009,8,3,A
40027,21.617460,2009,8,4,A
40028,20.435211,2009,8,5,A
40029,18.618056,2009,8,6,A
40030,16.430000,2009,8,7,A
40031,16.177500,2009,8,8,A
40032,17.586486,2009,8,9,A
40033,18.523958,2009,8,10,A
40034,18.816814,2009,8,11,A
40035,19.700855,2009,8,12,A
40036,19.104310,2009,8,13,A
40037,17.501563,2009,8,14,A
40038,16.339167,2009,8,15,A
40039,16.054400,2009,8,16,A
40040,16.617355,2009,8,17,A
40041,17.618644,2009,8,18,A
40042,18.711207,2009,8,19,A
40043,19.462500,2009,8,20,A
40044,19.098305,2009,8,21,A
40045,18.133333,2009,8,22,A
40046,17.278333,2009,8,23,A
40047,16.618966,2009,8,24,A
40048,16.266949,2009,8,25,A
40049,16.505738,2009,8,26,A
40050,17.000847,2009,8,27,A
40051,16.713559,2009,8,28,A
40052,16.727434,2009,8,29,A
40053,16.681897,2009,8,30,A
40054,17.206195,2009,8,31,A
40055,17.882500,2009,9,1,A
40056,17.534234,2009,9,2,A
40057,17.547917,2009,9,3,A
40058,16.904167,2009,9,4,A
40059,16.165625,2009,9,5,A
40060,15.366667,2009,9,6,A
40061,14.410417,2009,9,7,A
40062,13.964583,2009,9,8,A
40063,14.138542,2009,9,9,A
40064,14.958763,2009,9,10,A
40065,15.792708,2009,9,11,A
40066,16.484375,2009,9,12,A
40067,17.100000,2009,9,13,A
40068,17.079167,2009,9,14,A
40069,16.939583,2009,9,15,A
40070,16.573958,2009,9,16,A
40071,16.587500,2009,9,17,A
40072,15.721875,2009,9,18,A
40073,15.092708,2009,9,19,A
40074,14.541667,2009,9,20,A
40075,13.659375,2009,9,21,A
40076,13.580208,2009,9,22,A
40077,13.801754,2009,9,23,A
40078,13.902727,2009,9,24,A
40079,13.835593,2009,9,25,A
40080,13.333913,2009,9,26,A
40081,12.732500,2009,9,27,A
40082,12.545545,2009,9,28,A
40083,12.122917,2009,9,29,A
40084,11.210417,2009,9,30,A
40085,11.095833,2009,10,1,A
40086,11.234959,2009,10,2,A
40087,10.942857,2009,10,3,A
40088,10.156034,2009,10,4,A
40089,9.133058,2009,10,5,A
40090,8.483471,2009,10,6,A
40091,8.162712,2009,10,7,A
40092,8.314167,2009,10,8,A
40093,8.332479,2009,10,9,A
40094,8.353636,2009,10,10,A
40095,8.247321,2009,10,11,A
40096,7.921239,2009,10,12,A
40097,8.638938,2009,10,13,A
40098,9.931132,2009,10,14,A
40099,11.055856,2009,10,15,A
40100,11.223140,2009,10,16,A
40101,11.438333,2009,10,17,A
40102,11.366667,2009,10,18,A
40103,11.207692,2009,10,19,A
40104,0.000000,2009,10,20,Missing
40105,0.000000,2009,10,21,Missing
40106,0.000000,2009,10,22,Missing
40107,0.000000,2009,10,23,Missing
40108,0.000000,2009,10,24,Missing
40109,0.000000,2009,10,25,Missing
40110,9.890909,2009,10,26,A
40111,8.415455,2009,10,27,A
40112,7.881000,2009,10,28,A
40113,8.122414,2009,10,29,A
40114,8.966957,2009,10,30,A
40115,9.725217,2009,10,31,A
40116,9.222609,2009,11,1,A
40117,7.803390,2009,11,2,A
40118,7.305833,2009,11,3,A
40119,7.578632,2009,11,4,A
40120,8.498214,2009,11,5,A
40121,8.720561,2009,11,6,A
40122,8.202703,2009,11,7,A
40123,7.906140,2009,11,8,A
40124,7.283186,2009,11,9,A
40125,7.767826,2009,11,10,A
40126,7.585470,2009,11,11,A
40127,6.759664,2009,11,12,A
40128,6.255000,2009,11,13,A
40129,5.945763,2009,11,14,A
40130,6.378448,2009,11,15,A
40131,6.748305,2009,11,16,A
40132,7.218261,2009,11,17,A
40133,6.591379,2009,11,18,A
40134,6.840000,2009,11,19,A
40135,6.381579,2009,11,20,A
40136,5.639640,2009,11,21,A
40137,6.244545,2009,11,22,A
40138,6.238261,2009,11,23,A
40139,6.181739,2009,11,24,A
40140,6.123932,2009,11,25,A
40141,6.624324,2009,11,26,A
40142,7.040741,2009,11,27,A
40143,5.874038,2009,11,28,A
40144,5.249091,2009,11,29,A
40145,5.324786,2009,11,30,A
40146,5.225225,2009,12,1,A
40147,4.434454,2009,12,2,A
40148,3.892437,2009,12,3,A
40149,3.696491,2009,12,4,A
40150,3.215094,2009,12,5,A
40151,2.482727,2009,12,6,A
40152,0.851304,2009,12,7,A
40153,0.081739,2009,12,8,A
40154,0.096117,2009,12,9,A
40155,0.100000,2009,12,10,A
40156,0.151042,2009,12,11,A
40157,0.757292,2009,12,12,A
40158,2.320833,2009,12,13,A
40159,2.917708,2009,12,14,A
40160,3.722917,2009,12,15,A
40161,5.502083,2009,12,16,A
40162,6.141667,2009,12,17,A
40163,6.454717,2009,12,18,A
40164,6.921101,2009,12,19,A
40165,6.857798,2009,12,20,A
40166,6.544643,2009,12,21,A
40167,5.014167,2009,12,22,A
40168,4.156410,2009,12,23,A
40169,4.139496,2009,12,24,A
40170,4.069492,2009,12,25,A
40171,3.788136,2009,12,26,A
40172,4.190678,2009,12,27,A
40173,4.348718,2009,12,28,A
40174,3.729630,2009,12,29,A
40175,4.181739,2009,12,30,A
40176,4.744348,2009,12,31,A
40177,6.177391,2010,1,1,A
40178,6.252427,2010,1,2,A
40179,6.079310,2010,1,3,A
40180,6.621101,2010,1,4,A
40181,7.140741,2010,1,5,A
40182,7.335345,2010,1,6,A
40183,6.776522,2010,1,7,A
40184,7.079825,2010,1,8,A
40185,7.588596,2010,1,9,A
40186,6.961345,2010,1,10,A
40187,7.503333,2010,1,11,A
40188,7.722105,2010,1,12,A
40189,7.383019,2010,1,13,A
40190,6.666372,2010,1,14,A
40191,6.794872,2010,1,15,A
40192,7.099145,2010,1,16,A
40193,7.242373,2010,1,17,A
40194,6.725000,2010,1,18,A
40195,6.902727,2010,1,19,A
40196,6.473684,2010,1,20,A
40197,6.199091,2010,1,21,A
40198,6.040000,2010,1,22,A
40199,5.506481,2010,1,23,A
40200,5.505085,2010,1,24,A
40201,6.441026,2010,1,25,A
40202,6.640777,2010,1,26,A
40203,5.181308,2010,1,27,A
40204,5.470833,2010,1,28,A
40205,6.591509,2010,1,29,A
40206,6.916667,2010,1,30,A
40207,6.697297,2010,1,31,A
40208,6.026496,2010,2,1,A
40209,6.262931,2010,2,2,A
40210,6.668376,2010,2,3,A
40211,6.650000,2010,2,4,A
40212,6.618349,2010,2,5,A
40213,6.378947,2010,2,6,A
40214,7.007965,2010,2,7,A
40215,5.918584,2010,2,8,A
40216,5.581197,2010,2,9,A
40217,4.944144,2010,2,10,A
40218,6.287736,2010,2,11,A
40219,6.837383,2010,2,12,A
40220,6.852778,2010,2,13,A
40221,7.329825,2010,2,14,A
40222,6.721739,2010,2,15,A
40223,7.630357,2010,2,16,A
40224,6.986207,2010,2,17,A
40225,6.026786,2010,2,18,A
40226,5.471681,2010,2,19,A
40227,4.892453,2010,2,20,A
40228,4.479612,2010,2,21,A
40229,4.053333,2010,2,22,A
40230,4.788496,2010,2,23,A
40231,6.066372,2010,2,24,A
40232,6.472321,2010,2,25,A
40233,6.919328,2010,2,26,A
40234,6.439806,2010,2,27,A
40235,6.094737,2010,2,28,A
40236,6.614530,2010,3,1,A
40237,7.100000,2010,3,2,A
40238,6.788696,2010,3,3,A
40239,6.744444,2010,3,4,A
40240,6.080189,2010,3,5,A
40241,6.200000,2010,3,6,A
40242,6.379091,2010,3,7,A
40243,6.415888,2010,3,8,A
40244,5.063964,2010,3,9,A
40245,5.198165,2010,3,10,A
40246,5.303846,2010,3,11,A
40247,5.738938,2010,3,12,A
40248,5.392793,2010,3,13,A
40249,5.384545,2010,3,14,A
40250,6.311765,2010,3,15,A
40251,6.602703,2010,3,16,A
40252,6.031731,2010,3,17,A
40253,5.501786,2010,3,18,A
40254,5.766667,2010,3,19,A
40255,6.520909,2010,3,20,A
40256,7.515741,2010,3,21,A
40257,6.916505,2010,3,22,A
40258,6.007895,2010,3,23,A
40259,6.841964,2010,3,24,A
40260,7.242478,2010,3,25,A
40261,5.922321,2010,3,26,A
40262,6.366667,2010,3,27,A
40263,7.002703,2010,3,28,A
40264,6.766667,2010,3,29,A
40265,5.509402,2010,3,30,A
40266,5.805455,2010,3,31,A
40267,5.913274,2010,4,1,A
40268,5.692593,2010,4,2,A
40269,5.719492,2010,4,3,A
40270,5.861207,2010,4,4,A
40271,5.834211,2010,4,5,A
40272,5.910000,2010,4,6,A
40273,6.670909,2010,4,7,A
40274,6.289815,2010,4,8,A
40275,5.460550,2010,4,9,A
40276,5.988991,2010,4,10,A
40277,7.038835,2010,4,11,A
40278,7.188462,2010,4,12,A
40279,6.950943,2010,4,13,A
40280,6.802913,2010,4,14,A
40281,7.323853,2010,4,15,A
40282,7.477273,2010,4,16,A
40283,7.667290,2010,4,17,A
40284,7.809174,2010,4,18,A
40285,8.100000,2010,4,19,A
40286,7.738462,2010,4,20,A
40287,6.682353,2010,4,21,A
40288,6.963303,2010,4,22,A
40289,7.303738,2010,4,23,A
40290,7.781481,2010,4,24,A
40291,7.336937,2010,4,25,A
40292,7.796364,2010,4,26,A
40293,7.585965,2010,4,27,A
40294,6.615238,2010,4,28,A
40295,6.472807,2010,4,29,A
40296,6.950909,2010,4,30,A
40297,7.288889,2010,5,1,A
40298,7.675676,2010,5,2,A
40299,7.462727,2010,5,3,A
40300,6.421101,2010,5,4,A
40301,6.245918,2010,5,5,A
40302,6.790566,2010,5,6,A
40303,7.336449,2010,5,7,A
40304,8.274038,2010,5,8,A
40305,8.141667,2010,5,9,A
40306,8.190196,2010,5,10,A
40307,7.374528,2010,5,11,A
40308,8.238318,2010,5,12,A
40309,9.137500,2010,5,13,A
40310,9.889908,2010,5,14,A
40311,10.277885,2010,5,15,A
40312,10.522222,2010,5,16,A
40313,10.911009,2010,5,17,A
40314,9.963158,2010,5,18,A
40315,8.957009,2010,5,19,A
40316,7.842727,2010,5,20,A
40317,7.324545,2010,5,21,A
40318,7.116814,2010,5,22,A
40319,7.473276,2010,5,23,A
40320,7.718421,2010,5,24,A
40321,8.344954,2010,5,25,A
40322,8.719266,2010,5,26,A
40323,8.817925,2010,5,27,A
40324,8.599107,2010,5,28,A
40325,8.830172,2010,5,29,A
40326,9.487500,2010,5,30,A
40327,9.880342,2010,5,31,A
40328,9.622414,2010,6,1,A
40329,9.499115,2010,6,2,A
40330,8.621622,2010,6,3,A
40331,8.895726,2010,6,4,A
40332,9.063964,2010,6,5,A
40333,9.647706,2010,6,6,A
40334,10.215044,2010,6,7,A
40335,9.814035,2010,6,8,A
40336,9.964407,2010,6,9,A
40337,8.946491,2010,6,10,A
40338,9.163248,2010,6,11,A
40339,10.098246,2010,6,12,A
40340,11.287719,2010,6,13,A
40341,11.111111,2010,6,14,A
40342,9.898246,2010,6,15,A
40343,8.756897,2010,6,16,A
40344,9.324348,2010,6,17,A
40345,9.847059,2010,6,18,A
40346,10.247934,2010,6,19,A
40347,9.876271,2010,6,20,A
40348,10.973554,2010,6,21,A
40349,11.791150,2010,6,22,A
40350,12.507826,2010,6,23,A
40351,13.294017,2010,6,24,A
40352,13.857391,2010,6,25,A
40353,14.099099,2010,6,26,A
40354,14.326786,2010,6,27,A
40355,14.824793,2010,6,28,A
40356,13.960000,2010,6,29,A
40357,13.047154,2010,6,30,A
40358,13.325641,2010,7,1,A
40359,12.667568,2010,7,2,A
40360,12.558621,2010,7,3,A
40361,13.094783,2010,7,4,A
40362,14.006087,2010,7,5,A
40363,14.052174,2010,7,6,A
40364,15.350000,2010,7,7,A
40365,16.594215,2010,7,8,A
40366,17.674138,2010,7,9,A
40367,17.962931,2010,7,10,A
40368,18.229204,2010,7,11,A
40369,17.624590,2010,7,12,A
40370,15.699180,2010,7,13,A
40371,15.740171,2010,7,14,A
40372,16.830088,2010,7,15,A
40373,17.444144,2010,7,16,A
40374,17.008475,2010,7,17,A
40375,16.461538,2010,7,18,A
40376,16.027350,2010,7,19,A
40377,16.195833,2010,7,20,A
40378,16.589655,2010,7,21,A
40379,17.289474,2010,7,22,A
40380,17.429661,2010,7,23,A
40381,17.718966,2010,7,24,A
40382,18.669492,2010,7,25,A
40383,18.938462,2010,7,26,A
40384,18.839474,2010,7,27,A
40385,18.900855,2010,7,28,A
40386,18.573913,2010,7,29,A
40387,18.534711,2010,7,30,A
40388,17.825833,2010,7,31,A
40389,17.015315,2010,8,1,A
40390,17.325000,2010,8,2,A
40391,17.842478,2010,8,3,A
40392,18.135849,2010,8,4,A
40393,18.587500,2010,8,5,A
40394,19.091667,2010,8,6,A
40395,18.923958,2010,8,7,A
40396,19.127083,2010,8,8,A
40397,18.229703,2010,8,9,A
40398,17.158491,2010,8,10,A
40399,17.923148,2010,8,11,A
40400,17.981481,2010,8,12,A
40401,18.248649,2010,8,13,A
40402,18.740909,2010,8,14,A
40403,19.132759,2010,8,15,A
40404,19.586087,2010,8,16,A
40405,19.745299,2010,8,17,A
40406,19.566964,2010,8,18,A
40407,18.522642,2010,8,19,A
40408,17.432727,2010,8,20,A
40409,16.338393,2010,8,21,A
40410,15.989831,2010,8,22,A
40411,15.367797,2010,8,23,A
40412,15.843590,2010,8,24,A
40413,16.776471,2010,8,25,A
40414,17.123958,2010,8,26,A
40415,16.362626,2010,8,27,A
40416,15.775000,2010,8,28,A
40417,14.964103,2010,8,29,A
40418,14.264545,2010,8,30,A
40419,13.854717,2010,8,31,A
40420,14.476364,2010,9,1,A
40421,14.948739,2010,9,2,A
40422,16.108929,2010,9,3,A
40423,16.314530,2010,9,4,A
40424,15.140678,2010,9,5,A
40425,13.818261,2010,9,6,A
40426,13.538938,2010,9,7,A
40427,13.773394,2010,9,8,A
40428,13.797297,2010,9,9,A
40429,13.061261,2010,9,10,A
40430,12.865833,2010,9,11,A
40431,13.010619,2010,9,12,A
40432,13.571429,2010,9,13,A
40433,14.309009,2010,9,14,A
40434,14.879279,2010,9,15,A
40435,15.409565,2010,9,16,A
40436,15.846429,2010,9,17,A
40437,15.833613,2010,9,18,A
40438,14.951786,2010,9,19,A
40439,13.123932,2010,9,20,A
40440,12.405882,2010,9,21,A
40441,12.586325,2010,9,22,A
40442,12.433628,2010,9,23,A
40443,12.584956,2010,9,24,A
40444,12.905310,2010,9,25,A
40445,13.419444,2010,9,26,A
40446,14.312500,2010,9,27,A
40447,14.900000,2010,9,28,A
40448,15.181982,2010,9,29,A
40449,14.936752,2010,9,30,A
40450,14.446552,2010,10,1,A
40451,14.347826,2010,10,2,A
40452,14.002542,2010,10,3,A
40453,13.485833,2010,10,4,A
40454,12.469828,2010,10,5,A
40455,11.836842,2010,10,6,A
40456,12.223958,2010,10,7,A
40457,12.856863,2010,10,8,A
40458,13.200000,2010,10,9,A
40459,12.981513,2010,10,10,A
40460,11.533333,2010,10,11,A
40461,10.195833,2010,10,12,A
40462,9.961667,2010,10,13,A
40463,10.243220,2010,10,14,A
40464,10.610526,2010,10,15,A
40465,10.235455,2010,10,16,A
40466,9.632203,2010,10,17,A
40467,8.639316,2010,10,18,A
40468,8.321849,2010,10,19,A
40469,8.454386,2010,10,20,A
40470,8.850000,2010,10,21,A
40471,9.797458,2010,10,22,A
40472,10.474561,2010,10,23,A
40473,10.092982,2010,10,24,A
40474,8.600000,2010,10,25,A
40475,8.044737,2010,10,26,A
40476,7.821849,2010,10,27,A
40477,8.508621,2010,10,28,A
40478,8.630435,2010,10,29,A
40479,8.342857,2010,10,30,A
40480,8.686207,2010,10,31,A
40481,9.208850,2010,11,1,A
40482,9.876106,2010,11,2,A
40483,9.851695,2010,11,3,A
40484,9.664035,2010,11,4,A
40485,9.763478,2010,11,5,A
40486,10.203448,2010,11,6,A
40487,9.641739,2010,11,7,A
40488,8.232479,2010,11,8,A
40489,7.623932,2010,11,9,A
40490,7.853782,2010,11,10,A
40491,7.207563,2010,11,11,A
40492,7.583621,2010,11,12,A
40493,7.073913,2010,11,13,A
40494,8.227500,2010,11,14,A
40495,8.785088,2010,11,15,A
40496,8.642478,2010,11,16,A
40497,7.684874,2010,11,17,A
40498,6.977778,2010,11,18,A
40499,6.764463,2010,11,19,A
40500,6.540171,2010,11,20,A
40501,5.572881,2010,11,21,A
