# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-06-20 16:51:19 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 14205400 EAST FORK DAIRY CREEK NEAR MEACHAM CORNER, OR
# -----------------------------------------------------------------------------------
#
# Data provided for site 14205400
#            TS   parameter     statistic     Description
#        114211       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	114211_00060_00003	114211_00060_00003_cd
USGS	14205400	2010-05-27	71.4	A
USGS	14205400	2010-05-28	72.1	A
USGS	14205400	2010-05-29	84.9	A
USGS	14205400	2010-05-30	78.5	A
USGS	14205400	2010-05-31	86.9	A
USGS	14205400	2010-06-01	82.9	A
USGS	14205400	2010-06-02	106	A
USGS	14205400	2010-06-03	109	A
USGS	14205400	2010-06-04	141	A
USGS	14205400	2010-06-05	135	A
USGS	14205400	2010-06-06	186	A
USGS	14205400	2010-06-07	202	A
USGS	14205400	2010-06-08	186	A
USGS	14205400	2010-06-09	172	A
USGS	14205400	2010-06-10	153	A
USGS	14205400	2010-06-11	133	A
USGS	14205400	2010-06-12	120	A
USGS	14205400	2010-06-13	110	A
USGS	14205400	2010-06-14	102	A
USGS	14205400	2010-06-15	98.0	A
USGS	14205400	2010-06-16	93.1	A
USGS	14205400	2010-06-17	87.5	A
USGS	14205400	2010-06-18	82.4	A
USGS	14205400	2010-06-19	78.3	A
USGS	14205400	2010-06-20	76.8	A
USGS	14205400	2010-06-21	72.6	A
USGS	14205400	2010-06-22	68.4	A
USGS	14205400	2010-06-23	64.8	A
USGS	14205400	2010-06-24	61.9	A
USGS	14205400	2010-06-25	59.2	A
USGS	14205400	2010-06-26	56.6	A
USGS	14205400	2010-06-27	54.6	A
USGS	14205400	2010-06-28	53.0	A
USGS	14205400	2010-06-29	50.9	A
USGS	14205400	2010-06-30	49.1	A
USGS	14205400	2010-07-01	49.2	A
USGS	14205400	2010-07-02	51.3	A
USGS	14205400	2010-07-03	47.5	A
USGS	14205400	2010-07-04	45.1	A
USGS	14205400	2010-07-05	43.6	A
USGS	14205400	2010-07-06	41.5	A
USGS	14205400	2010-07-07	40.4	A
USGS	14205400	2010-07-08	37.9	A
USGS	14205400	2010-07-09	36.3	A
USGS	14205400	2010-07-10	35.2	A
USGS	14205400	2010-07-11	34.8	A
USGS	14205400	2010-07-12	34.4	A
USGS	14205400	2010-07-13	33.8	A
USGS	14205400	2010-07-14	32.5	A
USGS	14205400	2010-07-15	31.6	A
USGS	14205400	2010-07-16	31.0	A
USGS	14205400	2010-07-17	31.0	A
USGS	14205400	2010-07-18	30.4	A
USGS	14205400	2010-07-19	30.2	A
USGS	14205400	2010-07-20	29.9	A
USGS	14205400	2010-07-21	29.2	A
USGS	14205400	2010-07-22	28.3	A
USGS	14205400	2010-07-23	27.5	A
USGS	14205400	2010-07-24	26.2	A
USGS	14205400	2010-07-25	25.2	A
USGS	14205400	2010-07-26	24.7	A
USGS	14205400	2010-07-27	24.2	A
USGS	14205400	2010-07-28	23.9	A
USGS	14205400	2010-07-29	23.2	A
USGS	14205400	2010-07-30	23.3	A
USGS	14205400	2010-07-31	23.4	A
USGS	14205400	2010-08-01	23.5	A
USGS	14205400	2010-08-02	22.5	A
USGS	14205400	2010-08-03	22.0	A
USGS	14205400	2010-08-04	21.8	A
USGS	14205400	2010-08-05	21.4	A
USGS	14205400	2010-08-06	20.3	A
USGS	14205400	2010-08-07	20.6	A
USGS	14205400	2010-08-08	20.9	A
USGS	14205400	2010-08-09	20.4	A
USGS	14205400	2010-08-10	20.6	A
USGS	14205400	2010-08-11	20.2	A
USGS	14205400	2010-08-12	19.3	A
USGS	14205400	2010-08-13	18.5	A
USGS	14205400	2010-08-14	17.3	A
USGS	14205400	2010-08-15	16.8	A
USGS	14205400	2010-08-16	16.5	A
USGS	14205400	2010-08-17	16.0	A
USGS	14205400	2010-08-18	16.1	A
USGS	14205400	2010-08-19	16.4	A
USGS	14205400	2010-08-20	16.0	A
USGS	14205400	2010-08-21	16.0	A
USGS	14205400	2010-08-22	16.2	A
USGS	14205400	2010-08-23	16.0	A
USGS	14205400	2010-08-24	14.9	A
USGS	14205400	2010-08-25	14.5	A
USGS	14205400	2010-08-26	14.2	A
USGS	14205400	2010-08-27	14.6	A
USGS	14205400	2010-08-28	14.0	A
USGS	14205400	2010-08-29	14.0	A
USGS	14205400	2010-08-30	15.3	A
USGS	14205400	2010-08-31	17.0	A
USGS	14205400	2010-09-01	18.7	A
USGS	14205400	2010-09-02	15.3	A
USGS	14205400	2010-09-03	13.9	A
USGS	14205400	2010-09-04	13.6	A
USGS	14205400	2010-09-05	13.6	A
USGS	14205400	2010-09-06	13.6	A
USGS	14205400	2010-09-07	15.5	A
USGS	14205400	2010-09-08	15.4	A
USGS	14205400	2010-09-09	14.4	A
USGS	14205400	2010-09-10	13.8	A
USGS	14205400	2010-09-11	13.5	A
USGS	14205400	2010-09-12	13.3	A
USGS	14205400	2010-09-13	13.0	A
USGS	14205400	2010-09-14	12.8	A
USGS	14205400	2010-09-15	13.6	A
USGS	14205400	2010-09-16	17.3	A
USGS	14205400	2010-09-17	15.1	A
USGS	14205400	2010-09-18	16.8	A
USGS	14205400	2010-09-19	23.2	A
USGS	14205400	2010-09-20	24.9	A
USGS	14205400	2010-09-21	17.2	A
USGS	14205400	2010-09-22	14.6	A
USGS	14205400	2010-09-23	14.9	A
USGS	14205400	2010-09-24	14.5	A
USGS	14205400	2010-09-25	14.5	A
USGS	14205400	2010-09-26	14.1	A
USGS	14205400	2010-09-27	14.4	A
USGS	14205400	2010-09-28	13.6	A
USGS	14205400	2010-09-29	14.0	A
USGS	14205400	2010-09-30	13.0	A
USGS	14205400	2010-10-01	12.8	A
USGS	14205400	2010-10-02	12.4	A
USGS	14205400	2010-10-03	12.6	A
USGS	14205400	2010-10-04	13.0	A
USGS	14205400	2010-10-05	12.6	A
USGS	14205400	2010-10-06	12.0	A
USGS	14205400	2010-10-07	12.1	A
USGS	14205400	2010-10-08	12.4	A
USGS	14205400	2010-10-09	20.0	A
USGS	14205400	2010-10-10	20.9	A
USGS	14205400	2010-10-11	15.8	A
USGS	14205400	2010-10-12	14.0	A
USGS	14205400	2010-10-13	13.6	A
USGS	14205400	2010-10-14	13.1	A
USGS	14205400	2010-10-15	12.8	A
USGS	14205400	2010-10-16	12.2	A
USGS	14205400	2010-10-17	12.1	A
USGS	14205400	2010-10-18	12.0	A
USGS	14205400	2010-10-19	12.0	A
USGS	14205400	2010-10-20	11.6	A
USGS	14205400	2010-10-21	12.0	A:e
USGS	14205400	2010-10-22	12.0	A:e
USGS	14205400	2010-10-23	13.9	A
USGS	14205400	2010-10-24	40.9	A
USGS	14205400	2010-10-25	61.8	A
USGS	14205400	2010-10-26	47.1	A
USGS	14205400	2010-10-27	36.2	A
USGS	14205400	2010-10-28	29.1	A
USGS	14205400	2010-10-29	26.4	A
USGS	14205400	2010-10-30	23.1	A
USGS	14205400	2010-10-31	30.3	A
USGS	14205400	2010-11-01	46.2	A
USGS	14205400	2010-11-02	49.1	A
USGS	14205400	2010-11-03	33.6	A
USGS	14205400	2010-11-04	28.6	A
USGS	14205400	2010-11-05	25.3	A
USGS	14205400	2010-11-06	24.5	A
USGS	14205400	2010-11-07	32.2	A
USGS	14205400	2010-11-08	27.1	A
USGS	14205400	2010-11-09	38.4	A
USGS	14205400	2010-11-10	49.0	A
USGS	14205400	2010-11-11	39.7	A
USGS	14205400	2010-11-12	36.2	A
USGS	14205400	2010-11-13	34.7	A
USGS	14205400	2010-11-14	36.3	A
USGS	14205400	2010-11-15	33.2	A
USGS	14205400	2010-11-16	33.9	A
USGS	14205400	2010-11-17	56.1	A
USGS	14205400	2010-11-18	106	A
USGS	14205400	2010-11-19	100	A
USGS	14205400	2010-11-20	109	A
USGS	14205400	2010-11-21	98.8	A
USGS	14205400	2010-11-22	87.8	A
USGS	14205400	2010-11-23	73.8	A
USGS	14205400	2010-11-24	61.9	A
USGS	14205400	2010-11-25	56.3	A
USGS	14205400	2010-11-26	65.5	A
USGS	14205400	2010-11-27	78.7	A
USGS	14205400	2010-11-28	77.6	A
USGS	14205400	2010-11-29	75.9	A
USGS	14205400	2010-11-30	180	A
USGS	14205400	2010-12-01	247	A
USGS	14205400	2010-12-02	192	A
USGS	14205400	2010-12-03	150	A
USGS	14205400	2010-12-04	123	A
USGS	14205400	2010-12-05	104	A
USGS	14205400	2010-12-06	91.1	A
USGS	14205400	2010-12-07	82.4	A
USGS	14205400	2010-12-08	117	A
USGS	14205400	2010-12-09	228	A
USGS	14205400	2010-12-10	315	A
USGS	14205400	2010-12-11	326	A
USGS	14205400	2010-12-12	431	A
USGS	14205400	2010-12-13	429	A
USGS	14205400	2010-12-14	412	A
USGS	14205400	2010-12-15	397	A
USGS	14205400	2010-12-16	352	A
USGS	14205400	2010-12-17	300	A
USGS	14205400	2010-12-18	274	A
USGS	14205400	2010-12-19	265	A
USGS	14205400	2010-12-20	274	A
USGS	14205400	2010-12-21	282	A
USGS	14205400	2010-12-22	258	A
USGS	14205400	2010-12-23	223	A
USGS	14205400	2010-12-24	201	A
USGS	14205400	2010-12-25	187	A
USGS	14205400	2010-12-26	197	A
USGS	14205400	2010-12-27	272	A
USGS	14205400	2010-12-28	642	A
USGS	14205400	2010-12-29	625	A
USGS	14205400	2010-12-30	465	A
USGS	14205400	2010-12-31	361	A
USGS	14205400	2011-01-01	288	A
USGS	14205400	2011-01-02	240	A
USGS	14205400	2011-01-03	207	A
USGS	14205400	2011-01-04	181	A
USGS	14205400	2011-01-05	169	A
USGS	14205400	2011-01-06	152	A
USGS	14205400	2011-01-07	144	A
USGS	14205400	2011-01-08	136	A
USGS	14205400	2011-01-09	129	A
USGS	14205400	2011-01-10	121	A
USGS	14205400	2011-01-11	117	A
USGS	14205400	2011-01-12	174	A
USGS	14205400	2011-01-13	533	A
USGS	14205400	2011-01-14	493	A
USGS	14205400	2011-01-15	443	A
USGS	14205400	2011-01-16	557	A
USGS	14205400	2011-01-17	507	A
USGS	14205400	2011-01-18	422	A
USGS	14205400	2011-01-19	353	A
USGS	14205400	2011-01-20	302	A
USGS	14205400	2011-01-21	280	A
USGS	14205400	2011-01-22	242	A
USGS	14205400	2011-01-23	216	A
USGS	14205400	2011-01-24	197	A
USGS	14205400	2011-01-25	176	A
USGS	14205400	2011-01-26	162	A
USGS	14205400	2011-01-27	150	A
USGS	14205400	2011-01-28	141	A
USGS	14205400	2011-01-29	134	A
USGS	14205400	2011-01-30	125	A
USGS	14205400	2011-01-31	118	A
USGS	14205400	2011-02-01	105	A
USGS	14205400	2011-02-02	100	A
USGS	14205400	2011-02-03	95.1	A
USGS	14205400	2011-02-04	90.3	A
USGS	14205400	2011-02-05	86.4	A
USGS	14205400	2011-02-06	84.3	A
USGS	14205400	2011-02-07	91.4	A
USGS	14205400	2011-02-08	87.4	A
USGS	14205400	2011-02-09	79.5	A
USGS	14205400	2011-02-10	76.7	A
USGS	14205400	2011-02-11	75.1	A
USGS	14205400	2011-02-12	76.8	A
USGS	14205400	2011-02-13	82.5	A
USGS	14205400	2011-02-14	96.3	A
USGS	14205400	2011-02-15	195	A
USGS	14205400	2011-02-16	263	A
USGS	14205400	2011-02-17	237	A
USGS	14205400	2011-02-18	214	A
USGS	14205400	2011-02-19	188	A
USGS	14205400	2011-02-20	165	A
USGS	14205400	2011-02-21	153	A
USGS	14205400	2011-02-22	145	A
USGS	14205400	2011-02-23	134	A
USGS	14205400	2011-02-24	127	A
USGS	14205400	2011-02-25	120	A
USGS	14205400	2011-02-26	112	A
USGS	14205400	2011-02-27	116	A
USGS	14205400	2011-02-28	220	A
USGS	14205400	2011-03-01	227	A
USGS	14205400	2011-03-02	259	A
USGS	14205400	2011-03-03	303	A
USGS	14205400	2011-03-04	330	A
USGS	14205400	2011-03-05	382	A
USGS	14205400	2011-03-06	359	A
USGS	14205400	2011-03-07	311	A
USGS	14205400	2011-03-08	275	A
USGS	14205400	2011-03-09	384	A
USGS	14205400	2011-03-10	696	A
USGS	14205400	2011-03-11	564	A
USGS	14205400	2011-03-12	432	A
USGS	14205400	2011-03-13	408	A
USGS	14205400	2011-03-14	500	A
USGS	14205400	2011-03-15	514	A
USGS	14205400	2011-03-16	502	A
USGS	14205400	2011-03-17	442	A
USGS	14205400	2011-03-18	380	A
USGS	14205400	2011-03-19	324	A
USGS	14205400	2011-03-20	284	A
USGS	14205400	2011-03-21	249	A
USGS	14205400	2011-03-22	221	A
USGS	14205400	2011-03-23	203	A
USGS	14205400	2011-03-24	205	A
USGS	14205400	2011-03-25	194	A
USGS	14205400	2011-03-26	220	A
USGS	14205400	2011-03-27	252	A
USGS	14205400	2011-03-28	264	A
USGS	14205400	2011-03-29	272	A
USGS	14205400	2011-03-30	281	A
USGS	14205400	2011-03-31	272	A
USGS	14205400	2011-04-01	249	A
USGS	14205400	2011-04-02	227	A
USGS	14205400	2011-04-03	197	A
USGS	14205400	2011-04-04	191	A
USGS	14205400	2011-04-05	182	A
USGS	14205400	2011-04-06	180	A
USGS	14205400	2011-04-07	172	A
USGS	14205400	2011-04-08	164	A
USGS	14205400	2011-04-09	155	A
USGS	14205400	2011-04-10	149	A
USGS	14205400	2011-04-11	141	A
USGS	14205400	2011-04-12	130	A
USGS	14205400	2011-04-13	127	A
USGS	14205400	2011-04-14	163	A
USGS	14205400	2011-04-15	216	A
USGS	14205400	2011-04-16	230	A
USGS	14205400	2011-04-17	219	A
USGS	14205400	2011-04-18	195	A
USGS	14205400	2011-04-19	173	A
USGS	14205400	2011-04-20	157	A
USGS	14205400	2011-04-21	143	A
USGS	14205400	2011-04-22	131	A
USGS	14205400	2011-04-23	122	A
USGS	14205400	2011-04-24	119	A
USGS	14205400	2011-04-25	153	A
USGS	14205400	2011-04-26	144	A
USGS	14205400	2011-04-27	139	A
USGS	14205400	2011-04-28	151	A
USGS	14205400	2011-04-29	147	A
USGS	14205400	2011-04-30	139	A
USGS	14205400	2011-05-01	134	A
USGS	14205400	2011-05-02	131	A
USGS	14205400	2011-05-03	120	A
USGS	14205400	2011-05-04	111	A
USGS	14205400	2011-05-05	108	A
USGS	14205400	2011-05-06	108	A
USGS	14205400	2011-05-07	107	A
USGS	14205400	2011-05-08	102	A
USGS	14205400	2011-05-09	94.7	A
USGS	14205400	2011-05-10	90.8	A
USGS	14205400	2011-05-11	95.2	A
USGS	14205400	2011-05-12	89.8	A
USGS	14205400	2011-05-13	85.2	A
USGS	14205400	2011-05-14	83.0	A
USGS	14205400	2011-05-15	97.7	A
USGS	14205400	2011-05-16	94.1	A
USGS	14205400	2011-05-17	89.2	A
USGS	14205400	2011-05-18	85.8	A
USGS	14205400	2011-05-19	82.1	A
USGS	14205400	2011-05-20	79.1	A
USGS	14205400	2011-05-21	76.4	A
USGS	14205400	2011-05-22	75.9	A
USGS	14205400	2011-05-23	75.6	A
USGS	14205400	2011-05-24	72.3	A
USGS	14205400	2011-05-25	77.3	A
USGS	14205400	2011-05-26	74.4	A
USGS	14205400	2011-05-27	77.9	A
USGS	14205400	2011-05-28	71.3	A
USGS	14205400	2011-05-29	69.8	A
USGS	14205400	2011-05-30	69.3	A
USGS	14205400	2011-05-31	73.0	A
USGS	14205400	2011-06-01	72.8	A
USGS	14205400	2011-06-02	69.5	A
USGS	14205400	2011-06-03	64.2	A
USGS	14205400	2011-06-04	60.1	A
USGS	14205400	2011-06-05	58.3	A
USGS	14205400	2011-06-06	56.8	A
USGS	14205400	2011-06-07	55.2	A
USGS	14205400	2011-06-08	54.3	A
USGS	14205400	2011-06-09	52.5	A
USGS	14205400	2011-06-10	51.6	A
USGS	14205400	2011-06-11	50.4	A
USGS	14205400	2011-06-12	49.7	A
USGS	14205400	2011-06-13	49.7	A
USGS	14205400	2011-06-14	47.2	A
USGS	14205400	2011-06-15	46.2	A
USGS	14205400	2011-06-16	45.4	A
USGS	14205400	2011-06-17	43.6	A
USGS	14205400	2011-06-18	43.6	A
USGS	14205400	2011-06-19	43.2	A
USGS	14205400	2011-06-20	42.2	A
USGS	14205400	2011-06-21	41.7	A
USGS	14205400	2011-06-22	41.5	A
USGS	14205400	2011-06-23	40.9	A
USGS	14205400	2011-06-24	40.2	A
USGS	14205400	2011-06-25	38.7	A
USGS	14205400	2011-06-26	38.2	A
USGS	14205400	2011-06-27	38.2	A
USGS	14205400	2011-06-28	41.6	A
USGS	14205400	2011-06-29	39.5	A
USGS	14205400	2011-06-30	39.7	A
USGS	14205400	2011-07-01	37.4	A
USGS	14205400	2011-07-02	35.4	A
USGS	14205400	2011-07-03	33.7	A
USGS	14205400	2011-07-04	32.5	A
USGS	14205400	2011-07-05	30.8	A
USGS	14205400	2011-07-06	30.1	A
USGS	14205400	2011-07-07	30.5	A
USGS	14205400	2011-07-08	29.5	A
USGS	14205400	2011-07-09	28.9	A
USGS	14205400	2011-07-10	28.1	A
USGS	14205400	2011-07-11	28.1	A
USGS	14205400	2011-07-12	31.0	A
USGS	14205400	2011-07-13	33.7	A
USGS	14205400	2011-07-14	32.8	A
USGS	14205400	2011-07-15	30.2	A
USGS	14205400	2011-07-16	37.1	A
USGS	14205400	2011-07-17	34.5	A
USGS	14205400	2011-07-18	31.8	A
USGS	14205400	2011-07-19	28.1	A
USGS	14205400	2011-07-20	26.0	A
USGS	14205400	2011-07-21	25.6	A
USGS	14205400	2011-07-22	24.9	A
USGS	14205400	2011-07-23	23.7	A
USGS	14205400	2011-07-24	22.6	A
USGS	14205400	2011-07-25	22.6	A
USGS	14205400	2011-07-26	22.6	A
USGS	14205400	2011-07-27	21.9	A
USGS	14205400	2011-07-28	21.6	A
USGS	14205400	2011-07-29	21.2	A
USGS	14205400	2011-07-30	21.2	A
USGS	14205400	2011-07-31	21.7	A
USGS	14205400	2011-08-01	21.5	A
USGS	14205400	2011-08-02	21.2	A
USGS	14205400	2011-08-03	19.7	A
USGS	14205400	2011-08-04	19.4	A
USGS	14205400	2011-08-05	19.6	A
USGS	14205400	2011-08-06	19.7	A
USGS	14205400	2011-08-07	19.4	A
USGS	14205400	2011-08-08	18.6	A
USGS	14205400	2011-08-09	19.3	A
USGS	14205400	2011-08-10	19.2	A
USGS	14205400	2011-08-11	19.9	A
USGS	14205400	2011-08-12	19.2	A
USGS	14205400	2011-08-13	19.1	A
USGS	14205400	2011-08-14	18.8	A
USGS	14205400	2011-08-15	18.6	A
USGS	14205400	2011-08-16	17.8	A
USGS	14205400	2011-08-17	17.2	A
USGS	14205400	2011-08-18	17.5	A
USGS	14205400	2011-08-19	17.3	A
USGS	14205400	2011-08-20	16.9	A
USGS	14205400	2011-08-21	16.8	A
USGS	14205400	2011-08-22	16.8	A
USGS	14205400	2011-08-23	16.6	A
USGS	14205400	2011-08-24	16.3	A
USGS	14205400	2011-08-25	15.8	A
USGS	14205400	2011-08-26	14.8	A
USGS	14205400	2011-08-27	14.3	A
USGS	14205400	2011-08-28	14.7	A
USGS	14205400	2011-08-29	15.6	A
USGS	14205400	2011-08-30	16.0	A
USGS	14205400	2011-08-31	16.3	A
USGS	14205400	2011-09-01	15.9	A
USGS	14205400	2011-09-02	14.9	A
USGS	14205400	2011-09-03	14.4	A
USGS	14205400	2011-09-04	13.7	A
USGS	14205400	2011-09-05	13.9	A
USGS	14205400	2011-09-06	12.8	A
USGS	14205400	2011-09-07	12.4	A
USGS	14205400	2011-09-08	11.2	A
USGS	14205400	2011-09-09	10.6	A
USGS	14205400	2011-09-10	12.1	A
USGS	14205400	2011-09-11	12.9	A
USGS	14205400	2011-09-12	11.8	A
USGS	14205400	2011-09-13	13.5	A
USGS	14205400	2011-09-14	13.3	A
USGS	14205400	2011-09-15	13.7	A
USGS	14205400	2011-09-16	12.8	A
USGS	14205400	2011-09-17	12.7	A
USGS	14205400	2011-09-18	14.4	A
USGS	14205400	2011-09-19	13.7	A
USGS	14205400	2011-09-20	12.4	A
USGS	14205400	2011-09-21	11.3	A
USGS	14205400	2011-09-22	11.7	A
USGS	14205400	2011-09-23	11.5	A
USGS	14205400	2011-09-24	10.7	A
USGS	14205400	2011-09-25	11.7	A
USGS	14205400	2011-09-26	13.2	A
USGS	14205400	2011-09-27	17.1	A
USGS	14205400	2011-09-28	14.6	A
USGS	14205400	2011-09-29	12.8	A
USGS	14205400	2011-09-30	13.3	A
USGS	14205400	2011-10-01	13.3	A
