# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-06-20 16:51:03 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 14187500 SOUTH SANTIAM RIVER AT WATERLOO, OR
# -----------------------------------------------------------------------------------
#
# Data provided for site 14187500
#            TS   parameter     statistic     Description
#        114080       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	114080_00060_00003	114080_00060_00003_cd
USGS	14187500	2010-06-22	1720	A
USGS	14187500	2010-06-23	1490	A
USGS	14187500	2010-06-24	1310	A
USGS	14187500	2010-06-25	1260	A
USGS	14187500	2010-06-26	1250	A
USGS	14187500	2010-06-27	1230	A
USGS	14187500	2010-06-28	1220	A
USGS	14187500	2010-06-29	1200	A
USGS	14187500	2010-06-30	1200	A
USGS	14187500	2010-07-01	1200	A
USGS	14187500	2010-07-02	1210	A
USGS	14187500	2010-07-03	1210	A
USGS	14187500	2010-07-04	1200	A
USGS	14187500	2010-07-05	1190	A
USGS	14187500	2010-07-06	1180	A
USGS	14187500	2010-07-07	1180	A
USGS	14187500	2010-07-08	1180	A
USGS	14187500	2010-07-09	1180	A
USGS	14187500	2010-07-10	1160	A
USGS	14187500	2010-07-11	1140	A
USGS	14187500	2010-07-12	1350	A
USGS	14187500	2010-07-13	1500	A
USGS	14187500	2010-07-14	1500	A
USGS	14187500	2010-07-15	1490	A
USGS	14187500	2010-07-16	1490	A
USGS	14187500	2010-07-17	1480	A
USGS	14187500	2010-07-18	1480	A
USGS	14187500	2010-07-19	1490	A
USGS	14187500	2010-07-20	1480	A
USGS	14187500	2010-07-21	1480	A
USGS	14187500	2010-07-22	1480	A
USGS	14187500	2010-07-23	1480	A
USGS	14187500	2010-07-24	1470	A
USGS	14187500	2010-07-25	1470	A
USGS	14187500	2010-07-26	1470	A
USGS	14187500	2010-07-27	1470	A
USGS	14187500	2010-07-28	1470	A
USGS	14187500	2010-07-29	1480	A
USGS	14187500	2010-07-30	1500	A
USGS	14187500	2010-07-31	1420	A
USGS	14187500	2010-08-01	1430	A
USGS	14187500	2010-08-02	1420	A
USGS	14187500	2010-08-03	1360	A
USGS	14187500	2010-08-04	1030	A
USGS	14187500	2010-08-05	808	A
USGS	14187500	2010-08-06	780	A
USGS	14187500	2010-08-07	799	A
USGS	14187500	2010-08-08	799	A
USGS	14187500	2010-08-09	794	A
USGS	14187500	2010-08-10	1070	A
USGS	14187500	2010-08-11	843	A
USGS	14187500	2010-08-12	791	A
USGS	14187500	2010-08-13	792	A
USGS	14187500	2010-08-14	778	A
USGS	14187500	2010-08-15	782	A
USGS	14187500	2010-08-16	1070	A
USGS	14187500	2010-08-17	1260	A
USGS	14187500	2010-08-18	844	A
USGS	14187500	2010-08-19	797	A
USGS	14187500	2010-08-20	811	A
USGS	14187500	2010-08-21	822	A
USGS	14187500	2010-08-22	812	A
USGS	14187500	2010-08-23	819	A
USGS	14187500	2010-08-24	815	A
USGS	14187500	2010-08-25	829	A
USGS	14187500	2010-08-26	826	A
USGS	14187500	2010-08-27	809	A
USGS	14187500	2010-08-28	817	A
USGS	14187500	2010-08-29	835	A
USGS	14187500	2010-08-30	846	A
USGS	14187500	2010-08-31	852	A
USGS	14187500	2010-09-01	819	A
USGS	14187500	2010-09-02	826	A
USGS	14187500	2010-09-03	836	A
USGS	14187500	2010-09-04	839	A
USGS	14187500	2010-09-05	844	A
USGS	14187500	2010-09-06	845	A
USGS	14187500	2010-09-07	885	A
USGS	14187500	2010-09-08	1010	A
USGS	14187500	2010-09-09	1120	A
USGS	14187500	2010-09-10	1190	A
USGS	14187500	2010-09-11	1210	A
USGS	14187500	2010-09-12	1240	A
USGS	14187500	2010-09-13	1290	A
USGS	14187500	2010-09-14	1430	A
USGS	14187500	2010-09-15	1520	A
USGS	14187500	2010-09-16	1510	A
USGS	14187500	2010-09-17	1520	A
USGS	14187500	2010-09-18	1550	A
USGS	14187500	2010-09-19	1630	A
USGS	14187500	2010-09-20	1660	A
USGS	14187500	2010-09-21	1580	A
USGS	14187500	2010-09-22	1550	A
USGS	14187500	2010-09-23	1530	A
USGS	14187500	2010-09-24	1530	A
USGS	14187500	2010-09-25	1520	A
USGS	14187500	2010-09-26	1540	A
USGS	14187500	2010-09-27	1540	A
USGS	14187500	2010-09-28	1550	A
USGS	14187500	2010-09-29	1540	A
USGS	14187500	2010-09-30	1530	A
USGS	14187500	2010-10-01	1550	A
USGS	14187500	2010-10-02	1530	A
USGS	14187500	2010-10-03	1520	A
USGS	14187500	2010-10-04	1550	A
USGS	14187500	2010-10-05	1540	A
USGS	14187500	2010-10-06	1520	A
USGS	14187500	2010-10-07	1560	A
USGS	14187500	2010-10-08	1550	A
USGS	14187500	2010-10-09	1580	A
USGS	14187500	2010-10-10	1620	A
USGS	14187500	2010-10-11	1620	A
USGS	14187500	2010-10-12	1580	A
USGS	14187500	2010-10-13	1580	A
USGS	14187500	2010-10-14	1510	A
USGS	14187500	2010-10-15	1510	A
USGS	14187500	2010-10-16	1340	A
USGS	14187500	2010-10-17	1130	A
USGS	14187500	2010-10-18	1120	A
USGS	14187500	2010-10-19	1120	A
USGS	14187500	2010-10-20	1110	A
USGS	14187500	2010-10-21	1090	A
USGS	14187500	2010-10-22	1380	A
USGS	14187500	2010-10-23	2200	A
USGS	14187500	2010-10-24	2350	A
USGS	14187500	2010-10-25	2900	A
USGS	14187500	2010-10-26	3120	A
USGS	14187500	2010-10-27	2640	A
USGS	14187500	2010-10-28	2490	A
USGS	14187500	2010-10-29	2450	A
USGS	14187500	2010-10-30	2380	A
USGS	14187500	2010-10-31	2460	A
USGS	14187500	2010-11-01	2430	A
USGS	14187500	2010-11-02	3080	A
USGS	14187500	2010-11-03	3130	A
USGS	14187500	2010-11-04	3440	A
USGS	14187500	2010-11-05	3420	A
USGS	14187500	2010-11-06	3390	A
USGS	14187500	2010-11-07	3790	A
USGS	14187500	2010-11-08	4490	A
USGS	14187500	2010-11-09	6000	A
USGS	14187500	2010-11-10	6100	A
USGS	14187500	2010-11-11	4790	A
USGS	14187500	2010-11-12	4160	A
USGS	14187500	2010-11-13	3900	A
USGS	14187500	2010-11-14	3950	A
USGS	14187500	2010-11-15	4170	A
USGS	14187500	2010-11-16	4450	A
USGS	14187500	2010-11-17	4640	A
USGS	14187500	2010-11-18	6760	A
USGS	14187500	2010-11-19	6310	A
USGS	14187500	2010-11-20	5760	A
USGS	14187500	2010-11-21	5660	A
USGS	14187500	2010-11-22	5850	A
USGS	14187500	2010-11-23	6910	A
USGS	14187500	2010-11-24	6750	A
USGS	14187500	2010-11-25	6520	A
USGS	14187500	2010-11-26	6350	A
USGS	14187500	2010-11-27	6740	A
USGS	14187500	2010-11-28	6760	A
USGS	14187500	2010-11-29	6640	A
USGS	14187500	2010-11-30	7010	A
USGS	14187500	2010-12-01	9820	A
USGS	14187500	2010-12-02	10000	A
USGS	14187500	2010-12-03	9210	A
USGS	14187500	2010-12-04	7730	A
USGS	14187500	2010-12-05	7020	A
USGS	14187500	2010-12-06	7020	A
USGS	14187500	2010-12-07	6570	A
USGS	14187500	2010-12-08	6810	A
USGS	14187500	2010-12-09	7550	A
USGS	14187500	2010-12-10	9170	A
USGS	14187500	2010-12-11	9370	A
USGS	14187500	2010-12-12	11400	A
USGS	14187500	2010-12-13	13000	A
USGS	14187500	2010-12-14	14500	A
USGS	14187500	2010-12-15	13300	A
USGS	14187500	2010-12-16	12800	A
USGS	14187500	2010-12-17	12600	A
USGS	14187500	2010-12-18	12600	A
USGS	14187500	2010-12-19	12500	A
USGS	14187500	2010-12-20	12400	A
USGS	14187500	2010-12-21	11500	A
USGS	14187500	2010-12-22	9080	A
USGS	14187500	2010-12-23	6310	A
USGS	14187500	2010-12-24	4520	A
USGS	14187500	2010-12-25	2640	A
USGS	14187500	2010-12-26	1970	A
USGS	14187500	2010-12-27	2150	A
USGS	14187500	2010-12-28	4600	A
USGS	14187500	2010-12-29	8970	A
USGS	14187500	2010-12-30	5150	A
USGS	14187500	2010-12-31	6120	A
USGS	14187500	2011-01-01	7020	A
USGS	14187500	2011-01-02	6680	A
USGS	14187500	2011-01-03	5710	A
USGS	14187500	2011-01-04	3580	A
USGS	14187500	2011-01-05	2980	A
USGS	14187500	2011-01-06	2050	A
USGS	14187500	2011-01-07	2070	A
USGS	14187500	2011-01-08	2330	A
USGS	14187500	2011-01-09	2320	A
USGS	14187500	2011-01-10	2930	A
USGS	14187500	2011-01-11	4090	A
USGS	14187500	2011-01-12	4910	A
USGS	14187500	2011-01-13	6260	A
USGS	14187500	2011-01-14	6710	A
USGS	14187500	2011-01-15	6520	A
USGS	14187500	2011-01-16	14800	A
USGS	14187500	2011-01-17	14600	A
USGS	14187500	2011-01-18	13600	A
USGS	14187500	2011-01-19	13500	A
USGS	14187500	2011-01-20	13000	A
USGS	14187500	2011-01-21	12000	A
USGS	14187500	2011-01-22	10600	A
USGS	14187500	2011-01-23	10200	A
USGS	14187500	2011-01-24	10200	A
USGS	14187500	2011-01-25	10100	A
USGS	14187500	2011-01-26	10000	A
USGS	14187500	2011-01-27	9910	A
USGS	14187500	2011-01-28	9080	A
USGS	14187500	2011-01-29	7020	A
USGS	14187500	2011-01-30	5120	A
USGS	14187500	2011-01-31	3640	A
USGS	14187500	2011-02-01	2500	A
USGS	14187500	2011-02-02	1740	A
USGS	14187500	2011-02-03	1250	A
USGS	14187500	2011-02-04	1170	A
USGS	14187500	2011-02-05	1240	A
USGS	14187500	2011-02-06	1510	A
USGS	14187500	2011-02-07	1610	A
USGS	14187500	2011-02-08	1530	A
USGS	14187500	2011-02-09	1500	A
USGS	14187500	2011-02-10	1350	A
USGS	14187500	2011-02-11	1280	A
USGS	14187500	2011-02-12	1230	A
USGS	14187500	2011-02-13	1310	A
USGS	14187500	2011-02-14	1370	A
USGS	14187500	2011-02-15	2770	A
USGS	14187500	2011-02-16	3200	A
USGS	14187500	2011-02-17	2290	A
USGS	14187500	2011-02-18	1790	A
USGS	14187500	2011-02-19	1700	A
USGS	14187500	2011-02-20	1560	A
USGS	14187500	2011-02-21	1420	A
USGS	14187500	2011-02-22	1310	A
USGS	14187500	2011-02-23	1290	A
USGS	14187500	2011-02-24	1320	A
USGS	14187500	2011-02-25	1380	A
USGS	14187500	2011-02-26	1410	A
USGS	14187500	2011-02-27	1390	A
USGS	14187500	2011-02-28	1860	A
USGS	14187500	2011-03-01	3580	A
USGS	14187500	2011-03-02	2820	A
USGS	14187500	2011-03-03	2520	A
USGS	14187500	2011-03-04	2330	A
USGS	14187500	2011-03-05	3140	A
USGS	14187500	2011-03-06	3170	A
USGS	14187500	2011-03-07	2660	A
USGS	14187500	2011-03-08	2520	A
USGS	14187500	2011-03-09	2710	A
USGS	14187500	2011-03-10	4170	A
USGS	14187500	2011-03-11	4930	A
USGS	14187500	2011-03-12	3860	A
USGS	14187500	2011-03-13	3210	A
USGS	14187500	2011-03-14	3740	A
USGS	14187500	2011-03-15	3430	A
USGS	14187500	2011-03-16	4800	A
USGS	14187500	2011-03-17	4660	A
USGS	14187500	2011-03-18	3960	A
USGS	14187500	2011-03-19	3560	A
USGS	14187500	2011-03-20	3180	A
USGS	14187500	2011-03-21	3250	A
USGS	14187500	2011-03-22	3420	A
USGS	14187500	2011-03-23	3400	A
USGS	14187500	2011-03-24	3370	A
USGS	14187500	2011-03-25	3080	A
USGS	14187500	2011-03-26	3060	A
USGS	14187500	2011-03-27	3300	A
USGS	14187500	2011-03-28	3800	A
USGS	14187500	2011-03-29	4550	A
USGS	14187500	2011-03-30	6400	A
USGS	14187500	2011-03-31	6480	A
USGS	14187500	2011-04-01	8000	A
USGS	14187500	2011-04-02	8280	A
USGS	14187500	2011-04-03	8030	A
USGS	14187500	2011-04-04	7730	A
USGS	14187500	2011-04-05	9400	A
USGS	14187500	2011-04-06	9470	A
USGS	14187500	2011-04-07	8510	A
USGS	14187500	2011-04-08	7850	A
USGS	14187500	2011-04-09	7030	A
USGS	14187500	2011-04-10	6350	A
USGS	14187500	2011-04-11	6430	A
USGS	14187500	2011-04-12	6410	A
USGS	14187500	2011-04-13	6240	A
USGS	14187500	2011-04-14	5210	A
USGS	14187500	2011-04-15	6620	A
USGS	14187500	2011-04-16	9510	A
USGS	14187500	2011-04-17	11500	A
USGS	14187500	2011-04-18	8480	A
USGS	14187500	2011-04-19	6830	A
USGS	14187500	2011-04-20	5230	A
USGS	14187500	2011-04-21	4260	A
USGS	14187500	2011-04-22	3890	A
USGS	14187500	2011-04-23	3590	A
USGS	14187500	2011-04-24	2830	A
USGS	14187500	2011-04-25	3270	A
USGS	14187500	2011-04-26	4680	A
USGS	14187500	2011-04-27	4660	A
USGS	14187500	2011-04-28	4470	A
USGS	14187500	2011-04-29	4260	A
USGS	14187500	2011-04-30	4080	A
USGS	14187500	2011-05-01	3870	A
USGS	14187500	2011-05-02	3620	A
USGS	14187500	2011-05-03	3550	A
USGS	14187500	2011-05-04	3450	A
USGS	14187500	2011-05-05	3050	A
USGS	14187500	2011-05-06	3170	A
USGS	14187500	2011-05-07	3380	A
USGS	14187500	2011-05-08	3480	A
USGS	14187500	2011-05-09	3610	A
USGS	14187500	2011-05-10	3470	A
USGS	14187500	2011-05-11	3340	A
USGS	14187500	2011-05-12	3840	A
USGS	14187500	2011-05-13	4640	A
USGS	14187500	2011-05-14	5920	A
USGS	14187500	2011-05-15	6080	A
USGS	14187500	2011-05-16	6240	A
USGS	14187500	2011-05-17	5080	A
USGS	14187500	2011-05-18	3460	A
USGS	14187500	2011-05-19	2220	A
USGS	14187500	2011-05-20	1790	A
USGS	14187500	2011-05-21	1880	A
USGS	14187500	2011-05-22	1940	A
USGS	14187500	2011-05-23	2340	A
USGS	14187500	2011-05-24	2410	A
USGS	14187500	2011-05-25	2980	A
USGS	14187500	2011-05-26	4290	A
USGS	14187500	2011-05-27	4880	A
USGS	14187500	2011-05-28	4830	A
USGS	14187500	2011-05-29	5000	A
USGS	14187500	2011-05-30	4690	A
USGS	14187500	2011-05-31	4980	A
USGS	14187500	2011-06-01	5310	A
USGS	14187500	2011-06-02	5020	A
USGS	14187500	2011-06-03	4750	A
USGS	14187500	2011-06-04	4290	A
USGS	14187500	2011-06-05	3990	A
USGS	14187500	2011-06-06	4370	A
USGS	14187500	2011-06-07	3980	A
USGS	14187500	2011-06-08	2940	A
USGS	14187500	2011-06-09	2670	A
USGS	14187500	2011-06-10	2240	A
USGS	14187500	2011-06-11	1640	A
USGS	14187500	2011-06-12	1640	A
USGS	14187500	2011-06-13	1710	A
USGS	14187500	2011-06-14	1650	A
USGS	14187500	2011-06-15	1620	A
USGS	14187500	2011-06-16	1580	A
USGS	14187500	2011-06-17	1580	A
USGS	14187500	2011-06-18	1570	A
USGS	14187500	2011-06-19	1590	A
USGS	14187500	2011-06-20	1560	A
USGS	14187500	2011-06-21	1770	A
USGS	14187500	2011-06-22	2010	A
USGS	14187500	2011-06-23	2120	A
USGS	14187500	2011-06-24	2100	A
USGS	14187500	2011-06-25	2070	A
USGS	14187500	2011-06-26	1940	A
USGS	14187500	2011-06-27	1710	A
USGS	14187500	2011-06-28	1680	A
USGS	14187500	2011-06-29	1410	A
USGS	14187500	2011-06-30	1450	A
USGS	14187500	2011-07-01	1290	A
USGS	14187500	2011-07-02	971	A
USGS	14187500	2011-07-03	891	A
USGS	14187500	2011-07-04	876	A
USGS	14187500	2011-07-05	970	A
USGS	14187500	2011-07-06	970	A
USGS	14187500	2011-07-07	912	A
USGS	14187500	2011-07-08	835	A
USGS	14187500	2011-07-09	824	A
USGS	14187500	2011-07-10	815	A
USGS	14187500	2011-07-11	804	A
USGS	14187500	2011-07-12	845	A
USGS	14187500	2011-07-13	848	A
USGS	14187500	2011-07-14	834	A
USGS	14187500	2011-07-15	801	A
USGS	14187500	2011-07-16	809	A
USGS	14187500	2011-07-17	855	A
USGS	14187500	2011-07-18	849	A
USGS	14187500	2011-07-19	898	A
USGS	14187500	2011-07-20	915	A
USGS	14187500	2011-07-21	855	A
USGS	14187500	2011-07-22	836	A
USGS	14187500	2011-07-23	845	A
USGS	14187500	2011-07-24	834	A
USGS	14187500	2011-07-25	823	A
USGS	14187500	2011-07-26	823	A
USGS	14187500	2011-07-27	826	A
USGS	14187500	2011-07-28	824	A
USGS	14187500	2011-07-29	826	A
USGS	14187500	2011-07-30	827	A
USGS	14187500	2011-07-31	821	A
USGS	14187500	2011-08-01	832	A
USGS	14187500	2011-08-02	840	A
USGS	14187500	2011-08-03	825	A
USGS	14187500	2011-08-04	817	A
USGS	14187500	2011-08-05	817	A
USGS	14187500	2011-08-06	819	A
USGS	14187500	2011-08-07	821	A
USGS	14187500	2011-08-08	824	A
USGS	14187500	2011-08-09	834	A
USGS	14187500	2011-08-10	838	A
USGS	14187500	2011-08-11	867	A
USGS	14187500	2011-08-12	886	A
USGS	14187500	2011-08-13	932	A
USGS	14187500	2011-08-14	937	A
USGS	14187500	2011-08-15	900	A
USGS	14187500	2011-08-16	835	A
USGS	14187500	2011-08-17	836	A
USGS	14187500	2011-08-18	835	A
USGS	14187500	2011-08-19	836	A
USGS	14187500	2011-08-20	835	A
USGS	14187500	2011-08-21	837	A
USGS	14187500	2011-08-22	830	A
USGS	14187500	2011-08-23	832	A
USGS	14187500	2011-08-24	827	A
USGS	14187500	2011-08-25	823	A
USGS	14187500	2011-08-26	831	A
USGS	14187500	2011-08-27	828	A
USGS	14187500	2011-08-28	831	A
USGS	14187500	2011-08-29	827	A
USGS	14187500	2011-08-30	838	A
USGS	14187500	2011-08-31	831	A
USGS	14187500	2011-09-01	1320	A
USGS	14187500	2011-09-02	1480	A
USGS	14187500	2011-09-03	1500	A
USGS	14187500	2011-09-04	1510	A
USGS	14187500	2011-09-05	1470	A
USGS	14187500	2011-09-06	1470	A
USGS	14187500	2011-09-07	1460	A
USGS	14187500	2011-09-08	1460	A
USGS	14187500	2011-09-09	1490	A
USGS	14187500	2011-09-10	1490	A
USGS	14187500	2011-09-11	1490	A
USGS	14187500	2011-09-12	1490	A
USGS	14187500	2011-09-13	1490	A
USGS	14187500	2011-09-14	1500	A
USGS	14187500	2011-09-15	1500	A
USGS	14187500	2011-09-16	1500	A
USGS	14187500	2011-09-17	1570	A
USGS	14187500	2011-09-18	1570	A
USGS	14187500	2011-09-19	1580	A
USGS	14187500	2011-09-20	1570	A
USGS	14187500	2011-09-21	1560	A
USGS	14187500	2011-09-22	1560	A
USGS	14187500	2011-09-23	1550	A
USGS	14187500	2011-09-24	1550	A
USGS	14187500	2011-09-25	1560	A
USGS	14187500	2011-09-26	1560	A
USGS	14187500	2011-09-27	1560	A
USGS	14187500	2011-09-28	1570	A
USGS	14187500	2011-09-29	1570	A
USGS	14187500	2011-09-30	1740	A
USGS	14187500	2011-10-01	1920	A
USGS	14187500	2011-10-02	1940	A
USGS	14187500	2011-10-03	1950	A
USGS	14187500	2011-10-04	1950	A
USGS	14187500	2011-10-05	1960	A
USGS	14187500	2011-10-06	1980	A
USGS	14187500	2011-10-07	1970	A
USGS	14187500	2011-10-08	1960	A
USGS	14187500	2011-10-09	1950	A
USGS	14187500	2011-10-10	1970	A
USGS	14187500	2011-10-11	2030	A
USGS	14187500	2011-10-12	2100	A
USGS	14187500	2011-10-13	1960	A
