# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-06-20 16:50:24 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 14155500 ROW RIVER NEAR COTTAGE GROVE, OR
# -----------------------------------------------------------------------------------
#
# Data provided for site 14155500
#            TS   parameter     statistic     Description
#        113712       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	113712_00060_00003	113712_00060_00003_cd
USGS	14155500	2010-01-28	264	A
USGS	14155500	2010-01-29	298	A
USGS	14155500	2010-01-30	366	A
USGS	14155500	2010-01-31	370	A
USGS	14155500	2010-02-01	373	A
USGS	14155500	2010-02-02	414	A
USGS	14155500	2010-02-03	588	A
USGS	14155500	2010-02-04	583	A
USGS	14155500	2010-02-05	584	A
USGS	14155500	2010-02-06	583	A
USGS	14155500	2010-02-07	521	A
USGS	14155500	2010-02-08	402	A
USGS	14155500	2010-02-09	279	A
USGS	14155500	2010-02-10	279	A
USGS	14155500	2010-02-11	279	A
USGS	14155500	2010-02-12	282	A
USGS	14155500	2010-02-13	284	A
USGS	14155500	2010-02-14	286	A
USGS	14155500	2010-02-15	289	A
USGS	14155500	2010-02-16	292	A
USGS	14155500	2010-02-17	293	A
USGS	14155500	2010-02-18	297	A
USGS	14155500	2010-02-19	297	A
USGS	14155500	2010-02-20	294	A
USGS	14155500	2010-02-21	288	A
USGS	14155500	2010-02-22	266	A
USGS	14155500	2010-02-23	247	A
USGS	14155500	2010-02-24	249	A
USGS	14155500	2010-02-25	250	A
USGS	14155500	2010-02-26	253	A
USGS	14155500	2010-02-27	254	A
USGS	14155500	2010-02-28	256	A
USGS	14155500	2010-03-01	258	A
USGS	14155500	2010-03-02	258	A
USGS	14155500	2010-03-03	258	A
USGS	14155500	2010-03-04	258	A
USGS	14155500	2010-03-05	245	A
USGS	14155500	2010-03-06	217	A
USGS	14155500	2010-03-07	217	A
USGS	14155500	2010-03-08	217	A
USGS	14155500	2010-03-09	217	A
USGS	14155500	2010-03-10	217	A
USGS	14155500	2010-03-11	217	A
USGS	14155500	2010-03-12	212	A
USGS	14155500	2010-03-13	208	A
USGS	14155500	2010-03-14	208	A
USGS	14155500	2010-03-15	210	A
USGS	14155500	2010-03-16	213	A
USGS	14155500	2010-03-17	213	A
USGS	14155500	2010-03-18	213	A
USGS	14155500	2010-03-19	213	A
USGS	14155500	2010-03-20	213	A
USGS	14155500	2010-03-21	215	A
USGS	14155500	2010-03-22	216	A
USGS	14155500	2010-03-23	216	A
USGS	14155500	2010-03-24	217	A
USGS	14155500	2010-03-25	217	A
USGS	14155500	2010-03-26	414	A
USGS	14155500	2010-03-27	881	A
USGS	14155500	2010-03-28	1030	A
USGS	14155500	2010-03-29	1270	A
USGS	14155500	2010-03-30	1730	A
USGS	14155500	2010-03-31	2790	A
USGS	14155500	2010-04-01	3440	A
USGS	14155500	2010-04-02	3390	A
USGS	14155500	2010-04-03	3390	A
USGS	14155500	2010-04-04	3290	A
USGS	14155500	2010-04-05	2580	A
USGS	14155500	2010-04-06	1660	A
USGS	14155500	2010-04-07	1110	A
USGS	14155500	2010-04-08	956	A
USGS	14155500	2010-04-09	802	A
USGS	14155500	2010-04-10	560	A
USGS	14155500	2010-04-11	569	A
USGS	14155500	2010-04-12	570	A
USGS	14155500	2010-04-13	570	A
USGS	14155500	2010-04-14	572	A
USGS	14155500	2010-04-15	437	A
USGS	14155500	2010-04-16	268	A
USGS	14155500	2010-04-17	208	A
USGS	14155500	2010-04-18	208	A
USGS	14155500	2010-04-19	525	A
USGS	14155500	2010-04-20	1070	A
USGS	14155500	2010-04-21	1070	A
USGS	14155500	2010-04-22	1070	A
USGS	14155500	2010-04-23	950	A
USGS	14155500	2010-04-24	809	A
USGS	14155500	2010-04-25	710	A
USGS	14155500	2010-04-26	636	A
USGS	14155500	2010-04-27	1480	A
USGS	14155500	2010-04-28	2360	A
USGS	14155500	2010-04-29	2560	A
USGS	14155500	2010-04-30	2410	A
USGS	14155500	2010-05-01	1920	A
USGS	14155500	2010-05-02	1920	A
USGS	14155500	2010-05-03	1640	A
USGS	14155500	2010-05-04	1400	A
USGS	14155500	2010-05-05	1200	A
USGS	14155500	2010-05-06	752	A
USGS	14155500	2010-05-07	586	A
USGS	14155500	2010-05-08	585	A
USGS	14155500	2010-05-09	585	A
USGS	14155500	2010-05-10	586	A
USGS	14155500	2010-05-11	585	A
USGS	14155500	2010-05-12	585	A
USGS	14155500	2010-05-13	587	A
USGS	14155500	2010-05-14	586	A
USGS	14155500	2010-05-15	588	A
USGS	14155500	2010-05-16	501	A
USGS	14155500	2010-05-17	450	A
USGS	14155500	2010-05-18	504	A
USGS	14155500	2010-05-19	645	A
USGS	14155500	2010-05-20	873	A
USGS	14155500	2010-05-21	911	A
USGS	14155500	2010-05-22	967	A
USGS	14155500	2010-05-23	1400	A
USGS	14155500	2010-05-24	1300	A
USGS	14155500	2010-05-25	1060	A
USGS	14155500	2010-05-26	1060	A
USGS	14155500	2010-05-27	1340	A
USGS	14155500	2010-05-28	1400	A
USGS	14155500	2010-05-29	999	A
USGS	14155500	2010-05-30	727	A
USGS	14155500	2010-05-31	794	A
USGS	14155500	2010-06-01	886	A
USGS	14155500	2010-06-02	1910	A
USGS	14155500	2010-06-03	5550	A
USGS	14155500	2010-06-04	5560	A
USGS	14155500	2010-06-05	4950	A
USGS	14155500	2010-06-06	2960	A
USGS	14155500	2010-06-07	1590	A
USGS	14155500	2010-06-08	1140	A
USGS	14155500	2010-06-09	1120	A
USGS	14155500	2010-06-10	1110	A
USGS	14155500	2010-06-11	1590	A
USGS	14155500	2010-06-12	1370	A
USGS	14155500	2010-06-13	1100	A
USGS	14155500	2010-06-14	1010	A
USGS	14155500	2010-06-15	880	A
USGS	14155500	2010-06-16	749	A
USGS	14155500	2010-06-17	666	A
USGS	14155500	2010-06-18	537	A
USGS	14155500	2010-06-19	470	A
USGS	14155500	2010-06-20	451	A
USGS	14155500	2010-06-21	342	A
USGS	14155500	2010-06-22	291	A
USGS	14155500	2010-06-23	262	A
USGS	14155500	2010-06-24	257	A
USGS	14155500	2010-06-25	230	A
USGS	14155500	2010-06-26	217	A
USGS	14155500	2010-06-27	227	A
USGS	14155500	2010-06-28	250	A
USGS	14155500	2010-06-29	250	A
USGS	14155500	2010-06-30	250	A
USGS	14155500	2010-07-01	195	A
USGS	14155500	2010-07-02	159	A
USGS	14155500	2010-07-03	159	A
USGS	14155500	2010-07-04	159	A
USGS	14155500	2010-07-05	159	A
USGS	14155500	2010-07-06	159	A
USGS	14155500	2010-07-07	158	A
USGS	14155500	2010-07-08	159	A
USGS	14155500	2010-07-09	142	A
USGS	14155500	2010-07-10	129	A
USGS	14155500	2010-07-11	129	A
USGS	14155500	2010-07-12	118	A
USGS	14155500	2010-07-13	113	A
USGS	14155500	2010-07-14	113	A
USGS	14155500	2010-07-15	113	A
USGS	14155500	2010-07-16	106	A
USGS	14155500	2010-07-17	107	A
USGS	14155500	2010-07-18	107	A
USGS	14155500	2010-07-19	107	A
USGS	14155500	2010-07-20	107	A
USGS	14155500	2010-07-21	107	A
USGS	14155500	2010-07-22	107	A
USGS	14155500	2010-07-23	107	A
USGS	14155500	2010-07-24	107	A
USGS	14155500	2010-07-25	107	A
USGS	14155500	2010-07-26	107	A
USGS	14155500	2010-07-27	107	A
USGS	14155500	2010-07-28	107	A
USGS	14155500	2010-07-29	107	A
USGS	14155500	2010-07-30	107	A
USGS	14155500	2010-07-31	107	A
USGS	14155500	2010-08-01	107	A
USGS	14155500	2010-08-02	107	A
USGS	14155500	2010-08-03	107	A
USGS	14155500	2010-08-04	107	A
USGS	14155500	2010-08-05	107	A
USGS	14155500	2010-08-06	107	A
USGS	14155500	2010-08-07	107	A
USGS	14155500	2010-08-08	107	A
USGS	14155500	2010-08-09	107	A
USGS	14155500	2010-08-10	107	A
USGS	14155500	2010-08-11	107	A
USGS	14155500	2010-08-12	106	A
USGS	14155500	2010-08-13	106	A
USGS	14155500	2010-08-14	105	A
USGS	14155500	2010-08-15	105	A
USGS	14155500	2010-08-16	105	A
USGS	14155500	2010-08-17	105	A
USGS	14155500	2010-08-18	104	A
USGS	14155500	2010-08-19	104	A
USGS	14155500	2010-08-20	104	A
USGS	14155500	2010-08-21	104	A
USGS	14155500	2010-08-22	104	A
USGS	14155500	2010-08-23	182	A
USGS	14155500	2010-08-24	303	A
USGS	14155500	2010-08-25	308	A
USGS	14155500	2010-08-26	308	A
USGS	14155500	2010-08-27	375	A
USGS	14155500	2010-08-28	416	A
USGS	14155500	2010-08-29	415	A
USGS	14155500	2010-08-30	413	A
USGS	14155500	2010-08-31	411	A
USGS	14155500	2010-09-01	411	A
USGS	14155500	2010-09-02	411	A
USGS	14155500	2010-09-03	408	A
USGS	14155500	2010-09-04	406	A
USGS	14155500	2010-09-05	406	A
USGS	14155500	2010-09-06	406	A
USGS	14155500	2010-09-07	406	A
USGS	14155500	2010-09-08	406	A
USGS	14155500	2010-09-09	401	A
USGS	14155500	2010-09-10	400	A
USGS	14155500	2010-09-11	400	A
USGS	14155500	2010-09-12	400	A
USGS	14155500	2010-09-13	399	A
USGS	14155500	2010-09-14	396	A
USGS	14155500	2010-09-15	395	A
USGS	14155500	2010-09-16	395	A
USGS	14155500	2010-09-17	395	A
USGS	14155500	2010-09-18	393	A
USGS	14155500	2010-09-19	420	A
USGS	14155500	2010-09-20	524	A
USGS	14155500	2010-09-21	523	A
USGS	14155500	2010-09-22	523	A
USGS	14155500	2010-09-23	520	A
USGS	14155500	2010-09-24	518	A
USGS	14155500	2010-09-25	515	A
USGS	14155500	2010-09-26	538	A
USGS	14155500	2010-09-27	579	A
USGS	14155500	2010-09-28	575	A
USGS	14155500	2010-09-29	570	A
USGS	14155500	2010-09-30	570	A:e
USGS	14155500	2010-10-01	610	A:e
USGS	14155500	2010-10-02	610	A
USGS	14155500	2010-10-03	606	A
USGS	14155500	2010-10-04	618	A
USGS	14155500	2010-10-05	656	A
USGS	14155500	2010-10-06	651	A
USGS	14155500	2010-10-07	666	A
USGS	14155500	2010-10-08	667	A
USGS	14155500	2010-10-09	661	A
USGS	14155500	2010-10-10	658	A
USGS	14155500	2010-10-11	680	A
USGS	14155500	2010-10-12	673	A
USGS	14155500	2010-10-13	666	A
USGS	14155500	2010-10-14	660	A
USGS	14155500	2010-10-15	653	A
USGS	14155500	2010-10-16	646	A
USGS	14155500	2010-10-17	638	A
USGS	14155500	2010-10-18	630	A
USGS	14155500	2010-10-19	621	A
USGS	14155500	2010-10-20	613	A
USGS	14155500	2010-10-21	621	A
USGS	14155500	2010-10-22	677	A
USGS	14155500	2010-10-23	952	A
USGS	14155500	2010-10-24	968	A
USGS	14155500	2010-10-25	1020	A
USGS	14155500	2010-10-26	1140	A
USGS	14155500	2010-10-27	1130	A
USGS	14155500	2010-10-28	1130	A
USGS	14155500	2010-10-29	1060	A
USGS	14155500	2010-10-30	850	A
USGS	14155500	2010-10-31	680	A
USGS	14155500	2010-11-01	596	A
USGS	14155500	2010-11-02	500	A
USGS	14155500	2010-11-03	335	A
USGS	14155500	2010-11-04	292	A
USGS	14155500	2010-11-05	251	A
USGS	14155500	2010-11-06	140	A
USGS	14155500	2010-11-07	344	A
USGS	14155500	2010-11-08	917	A
USGS	14155500	2010-11-09	1130	A
USGS	14155500	2010-11-10	1130	A
USGS	14155500	2010-11-11	1180	A
USGS	14155500	2010-11-12	1200	A
USGS	14155500	2010-11-13	845	A
USGS	14155500	2010-11-14	485	A
USGS	14155500	2010-11-15	642	A
USGS	14155500	2010-11-16	739	A
USGS	14155500	2010-11-17	905	A
USGS	14155500	2010-11-18	943	A
USGS	14155500	2010-11-19	1110	A
USGS	14155500	2010-11-20	1110	A
USGS	14155500	2010-11-21	1050	A
USGS	14155500	2010-11-22	900	A
USGS	14155500	2010-11-23	977	A
USGS	14155500	2010-11-24	731	A
USGS	14155500	2010-11-25	456	A
USGS	14155500	2010-11-26	395	A
USGS	14155500	2010-11-27	638	A
USGS	14155500	2010-11-28	1020	A
USGS	14155500	2010-11-29	1020	A
USGS	14155500	2010-11-30	1160	A
USGS	14155500	2010-12-01	1880	A
USGS	14155500	2010-12-02	2130	A
USGS	14155500	2010-12-03	2350	A
USGS	14155500	2010-12-04	2300	A
USGS	14155500	2010-12-05	1870	A
USGS	14155500	2010-12-06	1540	A
USGS	14155500	2010-12-07	1380	A
USGS	14155500	2010-12-08	1210	A
USGS	14155500	2010-12-09	1410	A
USGS	14155500	2010-12-10	1590	A
USGS	14155500	2010-12-11	1030	A
USGS	14155500	2010-12-12	1060	A
USGS	14155500	2010-12-13	1110	A
USGS	14155500	2010-12-14	1230	A
USGS	14155500	2010-12-15	1520	A
USGS	14155500	2010-12-16	2620	A
USGS	14155500	2010-12-17	3510	A
USGS	14155500	2010-12-18	3460	A
USGS	14155500	2010-12-19	3410	A
USGS	14155500	2010-12-20	3380	A
USGS	14155500	2010-12-21	3330	A
USGS	14155500	2010-12-22	2980	A
USGS	14155500	2010-12-23	1710	A
USGS	14155500	2010-12-24	1380	A
USGS	14155500	2010-12-25	1340	A
USGS	14155500	2010-12-26	1320	A
USGS	14155500	2010-12-27	1300	A
USGS	14155500	2010-12-28	1680	A
USGS	14155500	2010-12-29	2780	A
USGS	14155500	2010-12-30	2870	A
USGS	14155500	2010-12-31	2780	A
USGS	14155500	2011-01-01	2550	A
USGS	14155500	2011-01-02	1900	A
USGS	14155500	2011-01-03	1250	A
USGS	14155500	2011-01-04	969	A
USGS	14155500	2011-01-05	946	A
USGS	14155500	2011-01-06	858	A
USGS	14155500	2011-01-07	784	A
USGS	14155500	2011-01-08	875	A
USGS	14155500	2011-01-09	939	A
USGS	14155500	2011-01-10	943	A
USGS	14155500	2011-01-11	908	A
USGS	14155500	2011-01-12	611	A
USGS	14155500	2011-01-13	709	A
USGS	14155500	2011-01-14	1310	A
USGS	14155500	2011-01-15	1440	A
USGS	14155500	2011-01-16	1610	A
USGS	14155500	2011-01-17	1840	A
USGS	14155500	2011-01-18	2030	A
USGS	14155500	2011-01-19	2630	A
USGS	14155500	2011-01-20	3490	A
USGS	14155500	2011-01-21	3470	A
USGS	14155500	2011-01-22	3450	A
USGS	14155500	2011-01-23	3350	A
USGS	14155500	2011-01-24	3080	A
USGS	14155500	2011-01-25	2330	A
USGS	14155500	2011-01-26	1420	A
USGS	14155500	2011-01-27	997	A
USGS	14155500	2011-01-28	880	A
USGS	14155500	2011-01-29	874	A
USGS	14155500	2011-01-30	865	A
USGS	14155500	2011-01-31	800	A
USGS	14155500	2011-02-01	805	A
USGS	14155500	2011-02-02	823	A
USGS	14155500	2011-02-03	759	A
USGS	14155500	2011-02-04	597	A
USGS	14155500	2011-02-05	488	A
USGS	14155500	2011-02-06	420	A
USGS	14155500	2011-02-07	390	A
USGS	14155500	2011-02-08	390	A
USGS	14155500	2011-02-09	390	A
USGS	14155500	2011-02-10	390	A
USGS	14155500	2011-02-11	390	A
USGS	14155500	2011-02-12	390	A
USGS	14155500	2011-02-13	389	A
USGS	14155500	2011-02-14	287	A
USGS	14155500	2011-02-15	290	A
USGS	14155500	2011-02-16	296	A
USGS	14155500	2011-02-17	378	A
USGS	14155500	2011-02-18	731	A
USGS	14155500	2011-02-19	831	A
USGS	14155500	2011-02-20	827	A
USGS	14155500	2011-02-21	822	A
USGS	14155500	2011-02-22	818	A
USGS	14155500	2011-02-23	756	A
USGS	14155500	2011-02-24	575	A
USGS	14155500	2011-02-25	526	A
USGS	14155500	2011-02-26	511	A
USGS	14155500	2011-02-27	464	A
USGS	14155500	2011-02-28	368	A
USGS	14155500	2011-03-01	439	A
USGS	14155500	2011-03-02	754	A
USGS	14155500	2011-03-03	1070	A
USGS	14155500	2011-03-04	1260	A
USGS	14155500	2011-03-05	1660	A
USGS	14155500	2011-03-06	1890	A
USGS	14155500	2011-03-07	1470	A
USGS	14155500	2011-03-08	1440	A
USGS	14155500	2011-03-09	1460	A
USGS	14155500	2011-03-10	1850	A
USGS	14155500	2011-03-11	3310	A
USGS	14155500	2011-03-12	3480	A
USGS	14155500	2011-03-13	3460	A
USGS	14155500	2011-03-14	3130	A
USGS	14155500	2011-03-15	2990	A
USGS	14155500	2011-03-16	2750	A
USGS	14155500	2011-03-17	2270	A
USGS	14155500	2011-03-18	2080	A
USGS	14155500	2011-03-19	1550	A
USGS	14155500	2011-03-20	982	A
USGS	14155500	2011-03-21	808	A
USGS	14155500	2011-03-22	801	A
USGS	14155500	2011-03-23	688	A
USGS	14155500	2011-03-24	539	A
USGS	14155500	2011-03-25	545	A:e
USGS	14155500	2011-03-26	550	A:e
USGS	14155500	2011-03-27	555	A:e
USGS	14155500	2011-03-28	831	A
USGS	14155500	2011-03-29	1060	A
USGS	14155500	2011-03-30	1080	A:e
USGS	14155500	2011-03-31	1200	A:e
USGS	14155500	2011-04-01	1910	A
USGS	14155500	2011-04-02	2520	A
USGS	14155500	2011-04-03	2500	A
USGS	14155500	2011-04-04	2480	A
USGS	14155500	2011-04-05	2480	A
USGS	14155500	2011-04-06	2510	A
USGS	14155500	2011-04-07	2510	A
USGS	14155500	2011-04-08	2400	A
USGS	14155500	2011-04-09	1790	A
USGS	14155500	2011-04-10	1180	A
USGS	14155500	2011-04-11	1080	A
USGS	14155500	2011-04-12	1030	A
USGS	14155500	2011-04-13	1030	A
USGS	14155500	2011-04-14	1030	A
USGS	14155500	2011-04-15	1040	A
USGS	14155500	2011-04-16	1400	A
USGS	14155500	2011-04-17	1960	A
USGS	14155500	2011-04-18	2060	A
USGS	14155500	2011-04-19	1760	A
USGS	14155500	2011-04-20	1540	A
USGS	14155500	2011-04-21	1170	A
USGS	14155500	2011-04-22	791	A
USGS	14155500	2011-04-23	586	A
USGS	14155500	2011-04-24	667	A
USGS	14155500	2011-04-25	934	A
USGS	14155500	2011-04-26	1940	A
USGS	14155500	2011-04-27	1690	A
USGS	14155500	2011-04-28	1230	A
USGS	14155500	2011-04-29	1120	A
USGS	14155500	2011-04-30	1290	A
USGS	14155500	2011-05-01	1300	A
USGS	14155500	2011-05-02	1300	A
USGS	14155500	2011-05-03	1230	A
USGS	14155500	2011-05-04	962	A
USGS	14155500	2011-05-05	782	A
USGS	14155500	2011-05-06	694	A
USGS	14155500	2011-05-07	658	A
USGS	14155500	2011-05-08	660	A
USGS	14155500	2011-05-09	708	A
USGS	14155500	2011-05-10	679	A
USGS	14155500	2011-05-11	682	A
USGS	14155500	2011-05-12	916	A
USGS	14155500	2011-05-13	1110	A
USGS	14155500	2011-05-14	1120	A
USGS	14155500	2011-05-15	944	A
USGS	14155500	2011-05-16	801	A
USGS	14155500	2011-05-17	731	A
USGS	14155500	2011-05-18	721	A
USGS	14155500	2011-05-19	721	A
USGS	14155500	2011-05-20	721	A
USGS	14155500	2011-05-21	721	A
USGS	14155500	2011-05-22	721	A
USGS	14155500	2011-05-23	618	A
USGS	14155500	2011-05-24	570	A
USGS	14155500	2011-05-25	735	A
USGS	14155500	2011-05-26	1000	A
USGS	14155500	2011-05-27	1080	A
USGS	14155500	2011-05-28	1990	A
USGS	14155500	2011-05-29	2150	A
USGS	14155500	2011-05-30	1880	A
USGS	14155500	2011-05-31	1630	A
USGS	14155500	2011-06-01	2050	A
USGS	14155500	2011-06-02	2010	A
USGS	14155500	2011-06-03	1810	A
USGS	14155500	2011-06-04	1520	A
USGS	14155500	2011-06-05	1300	A
USGS	14155500	2011-06-06	1090	A
USGS	14155500	2011-06-07	889	A
USGS	14155500	2011-06-08	754	A
USGS	14155500	2011-06-09	690	A
USGS	14155500	2011-06-10	667	A
USGS	14155500	2011-06-11	647	A
USGS	14155500	2011-06-12	599	A
USGS	14155500	2011-06-13	552	A
USGS	14155500	2011-06-14	548	A
USGS	14155500	2011-06-15	522	A
USGS	14155500	2011-06-16	434	A
USGS	14155500	2011-06-17	346	A
USGS	14155500	2011-06-18	343	A
USGS	14155500	2011-06-19	339	A
USGS	14155500	2011-06-20	337	A
USGS	14155500	2011-06-21	333	A
USGS	14155500	2011-06-22	337	A
USGS	14155500	2011-06-23	333	A
USGS	14155500	2011-06-24	309	A
USGS	14155500	2011-06-25	242	A
USGS	14155500	2011-06-26	207	A
USGS	14155500	2011-06-27	169	A
USGS	14155500	2011-06-28	160	A
USGS	14155500	2011-06-29	159	A
USGS	14155500	2011-06-30	158	A
USGS	14155500	2011-07-01	158	A
USGS	14155500	2011-07-02	160	A
USGS	14155500	2011-07-03	159	A
USGS	14155500	2011-07-04	159	A
USGS	14155500	2011-07-05	159	A
USGS	14155500	2011-07-06	159	A
USGS	14155500	2011-07-07	159	A
USGS	14155500	2011-07-08	144	A
USGS	14155500	2011-07-09	101	A
USGS	14155500	2011-07-10	95.6	A
USGS	14155500	2011-07-11	95.6	A
USGS	14155500	2011-07-12	95.6	A
USGS	14155500	2011-07-13	95.6	A
USGS	14155500	2011-07-14	95.6	A
USGS	14155500	2011-07-15	95.6	A
USGS	14155500	2011-07-16	95.8	A
USGS	14155500	2011-07-17	96.2	A
USGS	14155500	2011-07-18	95.7	A
USGS	14155500	2011-07-19	479	A
USGS	14155500	2011-07-20	799	A
USGS	14155500	2011-07-21	607	A
USGS	14155500	2011-07-22	414	A
USGS	14155500	2011-07-23	315	A
USGS	14155500	2011-07-24	244	A
USGS	14155500	2011-07-25	187	A
USGS	14155500	2011-07-26	149	A
USGS	14155500	2011-07-27	149	A
USGS	14155500	2011-07-28	149	A
USGS	14155500	2011-07-29	149	A
USGS	14155500	2011-07-30	129	A
USGS	14155500	2011-07-31	100	A
USGS	14155500	2011-08-01	92.8	A
USGS	14155500	2011-08-02	98.4	A
USGS	14155500	2011-08-03	98.4	A
USGS	14155500	2011-08-04	98.4	A
USGS	14155500	2011-08-05	98.4	A
USGS	14155500	2011-08-06	98.4	A
USGS	14155500	2011-08-07	98.4	A
USGS	14155500	2011-08-08	98.4	A
USGS	14155500	2011-08-09	98.4	A
USGS	14155500	2011-08-10	98.0	A
USGS	14155500	2011-08-11	97.4	A
USGS	14155500	2011-08-12	97.0	A
USGS	14155500	2011-08-13	98.0	A
USGS	14155500	2011-08-14	100	A
USGS	14155500	2011-08-15	100	A
USGS	14155500	2011-08-16	101	A
USGS	14155500	2011-08-17	99.2	A
USGS	14155500	2011-08-18	98.4	A
USGS	14155500	2011-08-19	98.4	A
USGS	14155500	2011-08-20	98.4	A
USGS	14155500	2011-08-21	98.4	A
USGS	14155500	2011-08-22	98.4	A
USGS	14155500	2011-08-23	96.7	A
USGS	14155500	2011-08-24	97.9	A
USGS	14155500	2011-08-25	98.4	A
USGS	14155500	2011-08-26	98.4	A
USGS	14155500	2011-08-27	98.4	A
USGS	14155500	2011-08-28	98.4	A
USGS	14155500	2011-08-29	98.4	A
USGS	14155500	2011-08-30	95.6	A
USGS	14155500	2011-08-31	95.6	A
USGS	14155500	2011-09-01	95.6	A
USGS	14155500	2011-09-02	95.6	A
USGS	14155500	2011-09-03	97.7	A
USGS	14155500	2011-09-04	98.4	A
USGS	14155500	2011-09-05	232	A
USGS	14155500	2011-09-06	458	A
USGS	14155500	2011-09-07	534	A
USGS	14155500	2011-09-08	531	A
USGS	14155500	2011-09-09	529	A
USGS	14155500	2011-09-10	528	A
USGS	14155500	2011-09-11	526	A
USGS	14155500	2011-09-12	523	A
USGS	14155500	2011-09-13	523	A
USGS	14155500	2011-09-14	522	A
USGS	14155500	2011-09-15	532	A
USGS	14155500	2011-09-16	562	A
USGS	14155500	2011-09-17	605	A
USGS	14155500	2011-09-18	601	A
USGS	14155500	2011-09-19	598	A
USGS	14155500	2011-09-20	596	A
USGS	14155500	2011-09-21	592	A
USGS	14155500	2011-09-22	622	A
USGS	14155500	2011-09-23	648	A
USGS	14155500	2011-09-24	646	A
USGS	14155500	2011-09-25	645	A
USGS	14155500	2011-09-26	642	A
USGS	14155500	2011-09-27	638	A
USGS	14155500	2011-09-28	633	A
USGS	14155500	2011-09-29	629	A
USGS	14155500	2011-09-30	616	A
USGS	14155500	2011-10-01	585	A
USGS	14155500	2011-10-02	582	A
USGS	14155500	2011-10-03	578	A
USGS	14155500	2011-10-04	575	A
USGS	14155500	2011-10-05	593	A
USGS	14155500	2011-10-06	656	A
USGS	14155500	2011-10-07	650	A
USGS	14155500	2011-10-08	644	A
USGS	14155500	2011-10-09	637	A
USGS	14155500	2011-10-10	628	A
USGS	14155500	2011-10-11	621	A
USGS	14155500	2011-10-12	617	A
USGS	14155500	2011-10-13	610	A
USGS	14155500	2011-10-14	604	A
USGS	14155500	2011-10-15	607	A
USGS	14155500	2011-10-16	615	A
USGS	14155500	2011-10-17	608	A
USGS	14155500	2011-10-18	600	A
USGS	14155500	2011-10-19	610	A
USGS	14155500	2011-10-20	608	A
USGS	14155500	2011-10-21	600	A
USGS	14155500	2011-10-22	591	A
USGS	14155500	2011-10-23	576	A
USGS	14155500	2011-10-24	566	A
USGS	14155500	2011-10-25	521	A
USGS	14155500	2011-10-26	428	A
USGS	14155500	2011-10-27	329	A
USGS	14155500	2011-10-28	271	A
